"Master Protein Accessions","arabidopsis_chloroplast_1","arabidopsis_chloroplast_2","arabidopsis_mito_1","arabidopsis_mito_2","arabidopsis_nuclear_1","arabidopsis_nuclear_2"
"AT2G26975.1",0,0,0,0,1,0
"AT2G27190.1",0,0,0,0,3,1
"AT2G27210.1",0,0,0,0,1,0
"AT2G27460.1",0,0,0,0,1,2
"AT2G27860.1",0,0,0,0,2,3
"AT2G27920.1",0,0,0,0,1,3
"AT2G28100.1",0,0,0,0,3,3
"AT2G28470.1",0,0,0,0,9,7
"AT2G29190.1",0,0,0,0,1,0
"AT2G29320.1",0,0,0,0,2,3
"AT2G29340.1",0,0,0,0,4,2
"AT2G29350.1",0,0,0,0,1,0
"AT2G29360.1",0,0,0,0,1,1
"AT2G29420.1",0,0,0,0,5,8
"AT2G29450.1",0,0,0,0,8,9
"AT2G29570.1",0,0,0,0,6,3
"AT2G29810.1",0,0,0,0,1,0
"AT2G29970.1",0,0,0,0,1,1
"AT2G30060.1",0,0,0,0,3,3
"AT2G30140.1",0,0,0,0,4,0
"AT2G30410.1",0,0,0,0,3,2
"AT2G30520.1",0,0,0,0,2,0
"AT2G30740.1",0,0,0,0,4,0
"AT2G30880.1",0,0,0,0,1,0
"AT2G31390.1",0,0,0,0,8,8
"AT2G31660.1",0,0,0,0,1,0
"AT2G31710.1",0,0,0,0,1,0
"AT2G31790.1",0,0,0,0,2,3
"AT2G32090.1",0,0,0,0,4,3
"AT2G32450.1",0,0,0,0,1,2
"AT2G32680.1",0,0,0,0,1,0
"AT2G32730.1",0,0,0,0,16,12
"AT2G32880.1",0,0,0,0,1,0
"AT2G33340.1",0,0,0,0,5,4
"AT2G33530.1",0,0,0,0,2,3
"AT2G33630.1",0,0,0,0,1,1
"AT2G33740.1",0,0,0,0,1,1
"AT2G33845.1",0,0,0,0,3,0
"AT2G34510.1",0,0,0,0,3,1
"AT2G34585.1",0,0,0,0,1,1
"AT2G34780.1",0,0,0,0,1,0
"AT2G34830.1",0,0,0,0,1,0
"AT2G35020.1",0,0,0,0,1,0
"AT2G35050.1",0,0,0,0,6,2
"AT2G35780.1",0,0,0,0,4,2
"AT2G35820.1",0,0,0,0,1,1
"AT2G35830.1",0,0,0,0,1,0
"AT2G35840.1",0,0,0,0,9,9
"AT2G35860.1",0,0,0,0,2,1
"AT2G36130.1",0,0,0,0,4,3
"AT2G36430.1",0,0,0,0,1,0
"AT2G36870.1",0,0,0,0,2,1
"AT2G37080.1",0,0,0,0,1,0
"AT2G37130.1",0,0,0,0,3,0
"AT2G37550.1",0,0,0,0,2,2
"AT2G37620.1",0,0,0,0,5,5
"AT2G37790.1",0,0,0,0,1,2
"AT2G38000.1",0,0,0,0,3,0
"AT2G38010.1",0,0,0,0,4,3
"AT2G38025.1",0,0,0,0,1,0
"AT2G38290.1",0,0,0,0,3,0
"AT2G38480.1",0,0,0,0,1,0
"AT2G38740.1",0,0,0,0,2,1
"AT2G38770.1",0,0,0,0,1,1
"AT2G38790.1",0,0,0,0,1,0
"AT2G38860.1",0,0,0,0,3,2
"AT2G39020.1",0,0,0,0,2,2
"AT2G39050.1",0,0,0,0,1,2
"AT2G39770.1",0,0,0,0,4,0
"AT2G39780.1",0,0,0,0,1,2
"AT2G39940.1",0,0,0,0,1,1
"AT2G40290.1",0,0,0,0,5,2
"AT2G40730.1",0,0,0,0,1,0
"AT2G40880.1",0,0,0,0,2,1
"AT2G41430.1",0,0,0,0,1,0
"AT2G41520.1",0,0,0,0,2,0
"AT2G41790.1",0,0,0,0,11,6
"AT2G42680.1",0,0,0,0,1,1
"AT2G42760.1",0,0,0,0,1,0
"AT2G42810.1",0,0,0,0,3,3
"AT2G42910.1",0,0,0,0,3,3
"AT2G43100.1",0,0,0,0,1,0
"AT2G43570.1",0,0,0,0,2,0
"AT2G43760.1",0,0,0,0,1,1
"AT2G43770.1",0,0,0,0,2,1
"AT2G43790.1",0,0,0,0,7,4
"AT2G43810.1",0,0,0,0,1,1
"AT2G43820.1",0,0,0,0,1,1
"AT2G43940.1",0,0,0,0,1,0
"AT2G44210.1",0,0,0,0,3,2
"AT2G44230.1",0,0,0,0,1,0
"AT2G44290.1",0,0,0,0,1,0
"AT2G44310.1",0,0,0,0,4,5
"AT2G44750.1",0,0,0,0,1,2
"AT2G45070.1",0,0,0,0,1,2
"AT2G45180.1",0,0,0,0,1,0
"AT2G45240.1",0,0,0,0,1,0
"AT2G45440.1",0,0,0,0,1,2
"AT2G45540.1",0,0,0,0,1,0
"AT2G45600.1",0,0,0,0,1,0
"AT2G45640.1",0,0,0,0,1,1
"AT2G46500.1",0,0,0,0,1,0
"AT2G46520.1",0,0,0,0,7,7
"AT2G46600.1",0,0,0,0,1,0
"AT2G46650.1",0,0,0,0,1,0
"AT2G47000.1",0,0,0,0,1,0
"AT2G47580.1",0,0,0,0,1,1
"AT2G47640.1",0,0,0,0,1,1
"AT2G47960.1",0,0,0,0,1,0
"AT2G47970.1",0,0,0,0,1,2
"AT3G01090.1",0,0,0,0,1,1
"AT3G01310.1",0,0,0,0,5,5
"AT3G01830.1",0,0,0,0,1,0
"AT3G01920.1",0,0,0,0,1,0
"AT3G02110.1",0,0,0,0,1,0
"AT3G02200.1",0,0,0,0,5,3
"AT3G02230.1",0,0,0,0,3,1
"AT3G02260.1",0,0,0,0,1,1
"AT3G02520.1",0,0,0,0,3,4
"AT3G02550.1",0,0,0,0,1,1
"AT3G02740.1",0,0,0,0,1,1
"AT3G02760.1",0,0,0,0,4,2
"AT3G02770.1",0,0,0,0,2,1
"AT3G02830.1",0,0,0,0,1,0
"AT3G02870.1",0,0,0,0,4,5
"AT3G02875.1",0,0,0,0,1,1
"AT3G03530.1",0,0,0,0,1,0
"AT3G03640.1",0,0,0,0,1,0
"AT3G03980.1",0,0,0,0,1,1
"AT3G03990.1",0,0,0,0,1,0
"AT3G04190.1",0,0,0,0,1,1
"AT3G04520.1",0,0,0,0,1,1
"AT3G04610.1",0,0,0,0,3,5
"AT3G04720.1",0,0,0,0,1,2
"AT3G04830.1",0,0,0,0,2,3
"AT3G04880.1",0,0,0,0,3,3
"AT3G04940.1",0,0,0,0,2,1
"AT3G05000.1",0,0,0,0,1,2
"AT3G05100.1",0,0,0,0,1,0
"AT3G05200.1",0,0,0,0,1,1
"AT3G05290.1",0,0,0,0,1,1
"AT3G05420.1",0,0,0,0,5,4
"AT3G05710.1",0,0,0,0,1,0
"AT3G05900.1",0,0,0,0,29,13
"AT3G06000.1",0,0,0,0,1,0
"AT3G06580.1",0,0,0,0,5,3
"AT3G07020.1",0,0,0,0,2,0
"AT3G07100.1",0,0,0,0,2,5
"AT3G07170.1",0,0,0,0,2,2
"AT3G07470.1",0,0,0,0,2,1
"AT3G07640.1",0,0,0,0,1,0
"AT3G07660.1",0,0,0,0,1,0
"AT3G07720.1",0,0,0,0,3,3
"AT3G08600.1",0,0,0,0,1,1
"AT3G08943.1",0,0,0,0,3,3
"AT3G09060.1",0,0,0,0,3,0
"AT3G09090.1",0,0,0,0,1,0
"AT3G09260.1",0,0,0,0,2,0
"AT3G09300.1",0,0,0,0,1,1
"AT3G09350.1",0,0,0,0,3,0
"AT3G09410.1",0,0,0,0,1,1
"AT3G09840.1",0,0,0,0,22,28
"AT3G09880.1",0,0,0,0,2,0
"AT3G09980.1",0,0,0,0,5,4
"AT3G10300.1",0,0,0,0,1,1
"AT3G10740.1",0,0,0,0,6,1
"AT3G10850.1",0,0,0,0,4,6
"AT3G11340.1",0,0,0,0,2,0
"AT3G11700.1",0,0,0,0,1,0
"AT3G11730.1",0,0,0,0,1,0
"AT3G11750.1",0,0,0,0,1,0
"AT3G11780.1",0,0,0,0,2,0
"AT3G11910.1",0,0,0,0,6,3
"AT3G11930.1",0,0,0,0,4,3
"AT3G12010.1",0,0,0,0,1,0
"AT3G12130.1",0,0,0,0,2,0
"AT3G12400.1",0,0,0,0,1,0
"AT3G12490.1",0,0,0,0,7,6
"AT3G12580.1",0,0,0,0,5,2
"AT3G13060.1",0,0,0,0,1,0
"AT3G13235.1",0,0,0,0,11,6
"AT3G13330.1",0,0,0,0,2,3
"AT3G13530.1",0,0,0,0,1,1
"AT3G13560.1",0,0,0,0,4,5
"AT3G13720.1",0,0,0,0,3,2
"AT3G14067.1",0,0,0,0,12,10
"AT3G14100.1",0,0,0,0,1,1
"AT3G14350.1",0,0,0,0,1,0
"AT3G14600.1",0,0,0,0,1,0
"AT3G14790.1",0,0,0,0,2,0
"AT3G14920.1",0,0,0,0,4,3
"AT3G15260.1",0,0,0,0,3,4
"AT3G15790.1",0,0,0,0,2,2
"AT3G15980.1",0,0,0,0,1,0
"AT3G16110.1",0,0,0,0,5,10
"AT3G16190.1",0,0,0,0,1,0
"AT3G16240.1",0,0,0,0,20,7
"AT3G16370.1",0,0,0,0,1,2
"AT3G16400.1",0,0,0,0,9,9
"AT3G16460.1",0,0,0,0,2,0
"AT3G16520.1",0,0,0,0,4,3
"AT3G16830.1",0,0,0,0,3,2
"AT3G16850.1",0,0,0,0,5,3
"AT3G16990.1",0,0,0,0,2,3
"AT3G17210.1",0,0,0,0,5,6
"AT3G17760.1",0,0,0,0,5,4
"AT3G17770.1",0,0,0,0,2,2
"AT3G17820.1",0,0,0,0,1,0
"AT3G17840.1",0,0,0,0,1,1
"AT3G17940.1",0,0,0,0,2,2
"AT3G18060.1",0,0,0,0,7,4
"AT3G18490.1",0,0,0,0,4,5
"AT3G18830.1",0,0,0,0,1,3
"AT3G18860.1",0,0,0,0,5,3
"AT3G19010.1",0,0,0,0,4,5
"AT3G19130.1",0,0,0,0,1,0
"AT3G19310.1",0,0,0,0,2,0
"AT3G19420.1",0,0,0,0,4,1
"AT3G19620.1",0,0,0,0,2,5
"AT3G19710.1",0,0,0,0,1,3
"AT3G19760.1",0,0,0,0,7,9
"AT3G19770.1",0,0,0,0,1,2
"AT3G19870.1",0,0,0,0,1,0
"AT3G19990.1",0,0,0,0,2,1
"AT3G20410.1",0,0,0,0,2,3
"AT3G20630.1",0,0,0,0,1,3
"AT3G20790.1",0,0,0,0,2,1
"AT3G21360.1",0,0,0,0,1,3
"AT3G21630.1",0,0,0,0,1,0
"AT3G21750.1",0,0,0,0,2,4
"AT3G21790.1",0,0,0,0,1,3
"AT3G21865.1",0,0,0,0,1,1
"AT3G22480.1",0,0,0,0,3,1
"AT3G22630.1",0,0,0,0,1,1
"AT3G23010.1",0,0,0,0,1,0
"AT3G23570.1",0,0,0,0,3,5
"AT3G23600.1",0,0,0,0,7,7
"AT3G24160.1",0,0,0,0,1,0
"AT3G24420.1",0,0,0,0,7,3
"AT3G25220.1",0,0,0,0,1,1
"AT3G25545.1",0,0,0,0,2,0
"AT3G26380.1",0,0,0,0,1,2
"AT3G26720.1",0,0,0,0,4,3
"AT3G27020.1",0,0,0,0,1,0
"AT3G27310.1",0,0,0,0,1,2
"AT3G27430.1",0,0,0,0,1,1
"AT3G27530.1",0,0,0,0,1,1
"AT3G28080.1",0,0,0,0,1,0
"AT3G28270.1",0,0,0,0,12,7
"AT3G28510.1",0,0,0,0,2,0
"AT3G28720.1",0,0,0,0,2,2
"AT3G28860.1",0,0,0,0,1,0
"AT3G28930.1",0,0,0,0,2,2
"AT3G28950.1",0,0,0,0,1,0
"AT3G28970.1",0,0,0,0,1,0
"AT3G29250.1",0,0,0,0,2,2
"AT3G29350.1",0,0,0,0,2,0
"AT3G29360.1",0,0,0,0,7,5
"AT3G29670.1",0,0,0,0,1,0
"AT3G43800.1",0,0,0,0,6,3
"AT3G44590.1",0,0,0,0,2,0
"AT3G44600.1",0,0,0,0,1,0
"AT3G44860.1",0,0,0,0,4,8
"AT3G45190.1",0,0,0,0,4,1
"AT3G45230.1",0,0,0,0,1,0
"AT3G45640.1",0,0,0,0,5,3
"AT3G45970.1",0,0,0,0,1,0
"AT3G46000.1",0,0,0,0,1,1
"AT3G46220.1",0,0,0,0,2,1
"AT3G46460.1",0,0,0,0,1,1
"AT3G46820.1",0,0,0,0,1,0
"AT3G47040.1",0,0,0,0,1,0
"AT3G47110.1",0,0,0,0,2,0
"AT3G47560.1",0,0,0,0,6,3
"AT3G47690.1",0,0,0,0,1,0
"AT3G47810.1",0,0,0,0,1,2
"AT3G47960.1",0,0,0,0,3,1
"AT3G48090.1",0,0,0,0,6,2
"AT3G48190.1",0,0,0,0,1,0
"AT3G48460.1",0,0,0,0,1,0
"AT3G48530.1",0,0,0,0,6,0
"AT3G48675.1",0,0,0,0,1,0
"AT3G48690.1",0,0,0,0,4,5
"AT3G48750.1",0,0,0,0,7,8
"AT3G49740.1",0,0,0,0,1,0
"AT3G50000.1",0,0,0,0,3,0
"AT3G50210.1",0,0,0,0,1,1
"AT3G50360.1",0,0,0,0,2,1
"AT3G50370.1",0,0,0,0,1,0
"AT3G50440.1",0,0,0,0,3,2
"AT3G50500.1",0,0,0,0,2,2
"AT3G50670.1",0,0,0,0,1,0
"AT3G50840.1",0,0,0,0,1,0
"AT3G50950.1",0,0,0,0,2,1
"AT3G51000.1",0,0,0,0,4,2
"AT3G51310.1",0,0,0,0,1,1
"AT3G51460.1",0,0,0,0,3,1
"AT3G51550.1",0,0,0,0,1,0
"AT3G51730.1",0,0,0,0,1,1
"AT3G51780.1",0,0,0,0,1,1
"AT3G51890.1",0,0,0,0,3,5
"AT3G52430.1",0,0,0,0,3,0
"AT3G52560.1",0,0,0,0,1,0
"AT3G52840.1",0,0,0,0,5,4
"AT3G52920.1",0,0,0,0,1,1
"AT3G53000.1",0,0,0,0,1,0
"AT3G53180.1",0,0,0,0,8,6
"AT3G53970.1",0,0,0,0,3,5
"AT3G54010.1",0,0,0,0,1,3
"AT3G54200.1",0,0,0,0,1,0
"AT3G54250.1",0,0,0,0,2,0
"AT3G54360.1",0,0,0,0,3,2
"AT3G54420.1",0,0,0,0,1,0
"AT3G54440.1",0,0,0,0,8,4
"AT3G54470.1",0,0,0,0,6,5
"AT3G54600.1",0,0,0,0,2,1
"AT3G54840.1",0,0,0,0,2,1
"AT3G54860.1",0,0,0,0,2,1
"AT3G55000.1",0,0,0,0,1,0
"AT3G55160.1",0,0,0,0,2,0
"AT3G55170.1",0,0,0,0,3,0
"AT3G55260.1",0,0,0,0,5,5
"AT3G55320.1",0,0,0,0,1,0
"AT3G55360.1",0,0,0,0,2,2
"AT3G55430.1",0,0,0,0,1,0
"AT3G55610.1",0,0,0,0,3,1
"AT3G55620.1",0,0,0,0,2,1
"AT3G56310.1",0,0,0,0,5,3
"AT3G57030.1",0,0,0,0,4,9
"AT3G57150.1",0,0,0,0,3,2
"AT3G57240.1",0,0,0,0,2,4
"AT3G57320.1",0,0,0,0,1,1
"AT3G57410.1",0,0,0,0,15,5
"AT3G57490.1",0,0,0,0,1,0
"AT3G57790.1",0,0,0,0,1,0
"AT3G57890.1",0,0,0,0,3,6
"AT3G58560.1",0,0,0,0,1,0
"AT3G58600.1",0,0,0,0,2,2
"AT3G59010.1",0,0,0,0,3,6
"AT3G59020.1",0,0,0,0,2,1
"AT3G59350.1",0,0,0,0,3,0
"AT3G59770.1",0,0,0,0,1,1
"AT3G59970.1",0,0,0,0,6,7
"AT3G59990.1",0,0,0,0,2,2
"AT3G60320.1",0,0,0,0,1,0
"AT3G60340.1",0,0,0,0,2,2
"AT3G60415.1",0,0,0,0,1,0
"AT3G60450.1",0,0,0,0,2,2
"AT3G60860.1",0,0,0,0,1,0
"AT3G61140.1",0,0,0,0,1,1
"AT3G61350.1",0,0,0,0,1,0
"AT3G61650.1",0,0,0,0,1,0
"AT3G62010.1",0,0,0,0,1,0
"AT3G62020.1",0,0,0,0,1,0
"AT3G62110.1",0,0,0,0,1,1
"AT3G62240.1",0,0,0,0,1,1
"AT3G62560.1",0,0,0,0,1,1
"AT3G62750.1",0,0,0,0,3,2
"AT4G00170.1",0,0,0,0,1,1
"AT4G00240.1",0,0,0,0,3,0
"AT4G00550.1",0,0,0,0,1,0
"AT4G01070.1",0,0,0,0,1,2
"AT4G01130.1",0,0,0,0,1,0
"AT4G01370.1",0,0,0,0,6,2
"AT4G01610.1",0,0,0,0,5,2
"AT4G01700.1",0,0,0,0,4,4
"AT4G01850.1",0,0,0,0,3,2
"AT4G01870.1",0,0,0,0,1,0
"AT4G02340.1",0,0,0,0,2,1
"AT4G02370.1",0,0,0,0,2,1
"AT4G02570.1",0,0,0,0,3,1
"AT4G02610.1",0,0,0,0,1,0
"AT4G02860.1",0,0,0,0,1,0
"AT4G03080.1",0,0,0,0,12,5
"AT4G03550.1",0,0,0,0,1,0
"AT4G04040.1",0,0,0,0,3,3
"AT4G04210.1",0,0,0,0,1,1
"AT4G04610.1",0,0,0,0,1,0
"AT4G04710.1",0,0,0,0,1,0
"AT4G04950.1",0,0,0,0,3,6
"AT4G05150.1",0,0,0,0,3,3
"AT4G05420.1",0,0,0,0,2,1
"AT4G05450.1",0,0,0,0,2,1
"AT4G08920.1",0,0,0,0,1,0
"AT4G09570.1",0,0,0,0,2,1
"AT4G09720.1",0,0,0,0,1,1
"AT4G10050.1",0,0,0,0,3,2
"AT4G10480.1",0,0,0,0,4,3
"AT4G10840.1",0,0,0,0,4,1
"AT4G10950.1",0,0,0,0,1,0
"AT4G11290.1",0,0,0,0,2,2
"AT4G11740.1",0,0,0,0,2,0
"AT4G11820.1",0,0,0,0,1,0
"AT4G11860.1",0,0,0,0,1,3
"AT4G12290.1",0,0,0,0,4,17
"AT4G12590.1",0,0,0,0,2,3
"AT4G12650.1",0,0,0,0,1,0
"AT4G13180.1",0,0,0,0,2,0
"AT4G13350.1",0,0,0,0,2,1
"AT4G13510.1",0,0,0,0,2,1
"AT4G13730.1",0,0,0,0,1,1
"AT4G13780.1",0,0,0,0,7,7
"AT4G13840.1",0,0,0,0,1,1
"AT4G14040.1",0,0,0,0,5,5
"AT4G14100.1",0,0,0,0,2,1
"AT4G14110.1",0,0,0,0,1,1
"AT4G14300.1",0,0,0,0,1,1
"AT4G14710.1",0,0,0,0,5,2
"AT4G14760.1",0,0,0,0,1,0
"AT4G14800.1",0,0,0,0,1,2
"AT4G14930.1",0,0,0,0,2,0
"AT4G14960.1",0,0,0,0,2,2
"AT4G15490.1",0,0,0,0,1,0
"AT4G15610.1",0,0,0,0,2,0
"AT4G15930.1",0,0,0,0,1,1
"AT4G16130.1",0,0,0,0,1,2
"AT4G16180.1",0,0,0,0,1,1
"AT4G16370.1",0,0,0,0,1,0
"AT4G16600.1",0,0,0,0,1,0
"AT4G16990.1",0,0,0,0,3,2
"AT4G17100.1",0,0,0,0,6,7
"AT4G17260.1",0,0,0,0,1,1
"AT4G17340.1",0,0,0,0,7,4
"AT4G17370.1",0,0,0,0,1,1
"AT4G17510.1",0,0,0,0,2,2
"AT4G17870.1",0,0,0,0,2,2
"AT4G18040.1",0,0,0,0,3,0
"AT4G18070.1",0,0,0,0,1,0
"AT4G18590.1",0,0,0,0,1,0
"AT4G19006.1",0,0,0,0,3,0
"AT4G19210.1",0,0,0,0,3,7
"AT4G19490.1",0,0,0,0,1,1
"AT4G19640.1",0,0,0,0,1,1
"AT4G19840.1",0,0,0,0,1,1
"AT4G20440.1",0,0,0,0,3,4
"AT4G20840.1",0,0,0,0,1,1
"AT4G20860.1",0,0,0,0,1,0
"AT4G20890.1",0,0,0,0,2,3
"AT4G20980.1",0,0,0,0,1,1
"AT4G21445.1",0,0,0,0,2,0
"AT4G21450.1",0,0,0,0,2,1
"AT4G21570.1",0,0,0,0,1,1
"AT4G21580.1",0,0,0,0,9,12
"AT4G21585.1",0,0,0,0,1,1
"AT4G21620.1",0,0,0,0,1,0
"AT4G22380.1",0,0,0,0,1,0
"AT4G22720.1",0,0,0,0,1,0
"AT4G23220.1",0,0,0,0,1,0
"AT4G23460.1",0,0,0,0,1,1
"AT4G23570.1",0,0,0,0,3,0
"AT4G23730.1",0,0,0,0,2,2
"AT4G23920.1",0,0,0,0,2,1
"AT4G24220.1",0,0,0,0,6,6
"AT4G24320.1",0,0,0,0,1,0
"AT4G24340.1",0,0,0,0,1,0
"AT4G24460.1",0,0,0,0,1,0
"AT4G24510.1",0,0,0,0,4,0
"AT4G24550.1",0,0,0,0,1,0
"AT4G24730.1",0,0,0,0,1,0
"AT4G24800.1",0,0,0,0,7,3
"AT4G25000.1",0,0,0,0,2,0
"AT4G25550.1",0,0,0,0,1,0
"AT4G25570.1",0,0,0,0,2,2
"AT4G25740.1",0,0,0,0,1,1
"AT4G26270.1",0,0,0,0,1,1
"AT4G26720.1",0,0,0,0,2,0
"AT4G26870.1",0,0,0,0,1,1
"AT4G27080.1",0,0,0,0,1,0
"AT4G27320.1",0,0,0,0,3,2
"AT4G27450.1",0,0,0,0,1,0
"AT4G27560.1",0,0,0,0,3,4
"AT4G27595.1",0,0,0,0,2,0
"AT4G27720.1",0,0,0,0,2,0
"AT4G28250.1",0,0,0,0,1,1
"AT4G28300.1",0,0,0,0,1,0
"AT4G28470.1",0,0,0,0,1,0
"AT4G28480.1",0,0,0,0,1,1
"AT4G28540.1",0,0,0,0,1,1
"AT4G28770.1",0,0,0,0,1,0
"AT4G29160.1",0,0,0,0,2,1
"AT4G29210.1",0,0,0,0,4,3
"AT4G29220.1",0,0,0,0,3,3
"AT4G29260.1",0,0,0,0,5,5
"AT4G29410.1",0,0,0,0,1,2
"AT4G29440.1",0,0,0,0,1,0
"AT4G29490.1",0,0,0,0,2,2
"AT4G29680.1",0,0,0,0,3,3
"AT4G29830.1",0,0,0,0,1,1
"AT4G30270.1",0,0,0,0,7,7
"AT4G30310.1",0,0,0,0,1,3
"AT4G30620.1",0,0,0,0,1,1
"AT4G31080.1",0,0,0,0,2,0
"AT4G31120.1",0,0,0,0,2,1
"AT4G31140.1",0,0,0,0,6,2
"AT4G31170.1",0,0,0,0,2,0
"AT4G31310.1",0,0,0,0,1,1
"AT4G31340.1",0,0,0,0,2,2
"AT4G31840.1",0,0,0,0,2,1
"AT4G32180.1",0,0,0,0,2,0
"AT4G32285.1",0,0,0,0,3,0
"AT4G32430.1",0,0,0,0,1,0
"AT4G32530.1",0,0,0,0,1,0
"AT4G32720.1",0,0,0,0,2,3
"AT4G32760.1",0,0,0,0,1,1
"AT4G32940.1",0,0,0,0,1,2
"AT4G33220.1",0,0,0,0,4,0
"AT4G33250.1",0,0,0,0,4,4
"AT4G33490.1",0,0,0,0,1,0
"AT4G33670.1",0,0,0,0,3,3
"AT4G34180.1",0,0,0,0,2,3
"AT4G34230.1",0,0,0,0,4,2
"AT4G34260.1",0,0,0,0,1,2
"AT4G34480.1",0,0,0,0,1,2
"AT4G34540.1",0,0,0,0,2,0
"AT4G34920.1",0,0,0,0,3,2
"AT4G35060.1",0,0,0,0,1,0
"AT4G35310.1",0,0,0,0,3,3
"AT4G35360.1",0,0,0,0,2,1
"AT4G35470.1",0,0,0,0,2,0
"AT4G36130.1",0,0,0,0,1,0
"AT4G36760.1",0,0,0,0,7,4
"AT4G36800.1",0,0,0,0,1,1
"AT4G36940.1",0,0,0,0,2,1
"AT4G36945.1",0,0,0,0,4,5
"AT4G37210.1",0,0,0,0,3,0
"AT4G37445.1",0,0,0,0,1,0
"AT4G37530.1",0,0,0,0,1,0
"AT4G37550.1",0,0,0,0,2,5
"AT4G37640.1",0,0,0,0,3,1
"AT4G37800.1",0,0,0,0,4,3
"AT4G37870.1",0,0,0,0,6,5
"AT4G38130.1",0,0,0,0,1,0
"AT4G38550.1",0,0,0,0,2,0
"AT4G38580.1",0,0,0,0,1,3
"AT4G38690.1",0,0,0,0,7,1
"AT4G38710.1",0,0,0,0,1,0
"AT4G38800.1",0,0,0,0,2,1
"AT4G38810.1",0,0,0,0,3,2
"AT4G38890.1",0,0,0,0,1,1
"AT4G39100.1",0,0,0,0,1,0
"AT4G39150.1",0,0,0,0,2,4
"AT4G39280.1",0,0,0,0,1,4
"AT4G39420.1",0,0,0,0,1,0
"AT4G39520.1",0,0,0,0,1,0
"AT4G39800.1",0,0,0,0,2,8
"AT4G39990.1",0,0,0,0,3,1
"AT5G01010.1",0,0,0,0,3,7
"AT5G02280.1",0,0,0,0,1,1
"AT5G02490.1",0,0,0,0,9,0
"AT5G02610.1",0,0,0,0,1,2
"AT5G02770.1",0,0,0,0,2,3
"AT5G02960.1",0,0,0,0,6,2
"AT5G03040.1",0,0,0,0,1,0
"AT5G03160.1",0,0,0,0,1,0
"AT5G03430.1",0,0,0,0,5,3
"AT5G03540.1",0,0,0,0,4,0
"AT5G03660.1",0,0,0,0,5,4
"AT5G03740.1",0,0,0,0,1,0
"AT5G04170.1",0,0,0,0,1,0
"AT5G04230.1",0,0,0,0,4,0
"AT5G04420.1",0,0,0,0,1,0
"AT5G04870.1",0,0,0,0,1,0
"AT5G04930.1",0,0,0,0,1,0
"AT5G05010.1",0,0,0,0,9,10
"AT5G05340.1",0,0,0,0,2,0
"AT5G05360.1",0,0,0,0,1,0
"AT5G05600.1",0,0,0,0,1,0
"AT5G05710.1",0,0,0,0,1,0
"AT5G05780.1",0,0,0,0,9,3
"AT5G05870.1",0,0,0,0,1,1
"AT5G05980.1",0,0,0,0,1,2
"AT5G06060.1",0,0,0,0,3,5
"AT5G06140.1",0,0,0,0,1,2
"AT5G06160.1",0,0,0,0,2,4
"AT5G06460.1",0,0,0,0,1,0
"AT5G06600.1",0,0,0,0,5,7
"AT5G06860.1",0,0,0,0,1,1
"AT5G06970.1",0,0,0,0,1,0
"AT5G07340.1",0,0,0,0,5,4
"AT5G07460.1",0,0,0,0,2,0
"AT5G07470.1",0,0,0,0,1,2
"AT5G07830.1",0,0,0,0,1,4
"AT5G08100.1",0,0,0,0,1,2
"AT5G08180.1",0,0,0,0,2,1
"AT5G08260.1",0,0,0,0,3,3
"AT5G08370.1",0,0,0,0,1,2
"AT5G08380.1",0,0,0,0,6,6
"AT5G08450.1",0,0,0,0,1,0
"AT5G08590.1",0,0,0,0,5,6
"AT5G09510.1",0,0,0,0,2,2
"AT5G09620.1",0,0,0,0,1,0
"AT5G09830.1",0,0,0,0,2,1
"AT5G09860.1",0,0,0,0,1,0
"AT5G10540.1",0,0,0,0,8,4
"AT5G10560.1",0,0,0,0,4,5
"AT5G10630.1",0,0,0,0,1,0
"AT5G11040.1",0,0,0,0,1,0
"AT5G11330.1",0,0,0,0,2,5
"AT5G11490.1",0,0,0,0,1,2
"AT5G11580.1",0,0,0,0,2,3
"AT5G11610.1",0,0,0,0,1,0
"AT5G11680.1",0,0,0,0,3,2
"AT5G11710.1",0,0,0,0,2,1
"AT5G11720.1",0,0,0,0,4,1
"AT5G11810.1",0,0,0,0,3,1
"AT5G11900.1",0,0,0,0,2,1
"AT5G11920.1",0,0,0,0,1,0
"AT5G12080.1",0,0,0,0,1,0
"AT5G12410.1",0,0,0,0,2,2
"AT5G12480.1",0,0,0,0,1,0
"AT5G12890.1",0,0,0,0,4,5
"AT5G12940.1",0,0,0,0,6,3
"AT5G12950.1",0,0,0,0,5,9
"AT5G13050.1",0,0,0,0,1,2
"AT5G13300.1",0,0,0,0,1,0
"AT5G13370.1",0,0,0,0,2,1
"AT5G13560.1",0,0,0,0,2,1
"AT5G13660.1",0,0,0,0,1,0
"AT5G13690.1",0,0,0,0,2,1
"AT5G13710.1",0,0,0,0,1,1
"AT5G14250.1",0,0,0,0,3,2
"AT5G14540.1",0,0,0,0,4,1
"AT5G14680.1",0,0,0,0,1,0
"AT5G14800.1",0,0,0,0,2,0
"AT5G14930.1",0,0,0,0,1,0
"AT5G15400.1",0,0,0,0,3,2
"AT5G15490.1",0,0,0,0,2,1
"AT5G15870.1",0,0,0,0,1,2
"AT5G16070.1",0,0,0,0,3,2
"AT5G16280.1",0,0,0,0,4,0
"AT5G16510.1",0,0,0,0,4,4
"AT5G16590.1",0,0,0,0,3,1
