"Master Protein Accessions","arabidopsis_chloroplast_1","arabidopsis_chloroplast_2","arabidopsis_mito_1","arabidopsis_mito_2","arabidopsis_nuclear_1","arabidopsis_nuclear_2"
"AT2G39380.1",0,1,0,0,0,0
"AT2G40510.1",0,1,2,4,3,3
"AT2G40690.1",0,3,0,0,2,0
"AT2G41530.1",0,2,2,1,6,7
"AT2G41620.1",0,1,5,4,1,1
"AT2G42590.1",0,1,4,3,15,15
"AT2G42770.1",0,1,0,0,0,0
"AT2G43460.1",0,1,3,2,3,1
"AT2G44120.1",0,1,2,1,4,3
"AT2G44610.1",0,4,2,5,6,5
"AT2G45140.1",0,1,1,2,4,6
"AT2G45220.1",0,2,0,1,0,0
"AT2G45470.1",0,2,0,3,16,9
"AT2G45960.1",0,12,3,2,3,3
"AT2G46915.1",0,3,0,0,0,0
"AT2G47110.1",0,6,26,1,1,1
"AT2G47980.1",0,1,1,0,0,0
"AT3G01680.1",0,2,5,4,3,0
"AT3G01910.1",0,1,15,16,10,8
"AT3G03590.1",0,1,9,9,0,0
"AT3G03920.1",0,1,0,0,2,2
"AT3G04590.1",0,1,6,3,1,1
"AT3G04600.1",0,1,0,0,4,3
"AT3G04670.1",0,1,0,0,0,0
"AT3G04890.1",0,1,0,0,1,1
"AT3G04920.1",0,1,1,2,2,2
"AT3G04930.1",0,1,6,4,0,0
"AT3G05060.1",0,1,0,1,6,4
"AT3G05430.1",0,1,0,0,0,0
"AT3G05650.1",0,1,0,0,0,0
"AT3G05970.1",0,1,12,12,7,3
"AT3G07410.1",0,1,0,0,0,0
"AT3G07700.1",0,5,0,0,0,0
"AT3G08030.1",0,1,5,7,10,5
"AT3G09440.1",0,1,2,4,14,12
"AT3G09810.1",0,1,14,9,2,2
"AT3G11280.1",0,1,0,0,0,0
"AT3G11660.1",0,1,1,0,4,0
"AT3G11710.1",0,1,1,0,12,7
"AT3G12290.1",0,1,2,2,10,5
"AT3G13790.1",0,2,0,0,5,0
"AT3G15356.1",0,4,1,0,5,5
"AT3G15730.1",0,1,13,10,40,42
"AT3G16030.1",0,1,0,0,0,0
"AT3G16530.1",0,1,0,0,1,4
"AT3G16570.1",0,1,0,0,0,0
"AT3G16640.1",0,2,4,3,4,5
"AT3G16670.1",0,1,1,0,1,1
"AT3G18010.1",0,1,0,0,0,0
"AT3G18820.1",0,3,4,3,2,3
"AT3G19830.1",0,1,0,0,0,0
"AT3G20540.1",0,1,0,0,0,0
"AT3G20820.1",0,5,4,3,6,6
"AT3G21390.1",0,1,4,5,0,0
"AT3G22110.1",0,1,0,1,6,6
"AT3G22120.1",0,1,0,0,0,0
"AT3G22230.1",0,2,0,2,1,1
"AT3G22560.1",0,1,0,0,0,0
"AT3G23790.1",0,1,0,0,0,0
"AT3G25530.1",0,1,3,2,12,10
"AT3G28940.1",0,1,1,2,4,7
"AT3G29637.1",0,1,1,0,0,0
"AT3G42170.1",0,1,9,7,2,1
"AT3G44110.1",0,1,4,4,8,11
"AT3G45030.1",0,2,1,1,1,1
"AT3G45300.1",0,1,30,20,1,2
"AT3G45980.1",0,2,5,6,0,1
"AT3G46060.1",0,3,3,0,1,2
"AT3G46970.1",0,24,10,5,33,50
"AT3G48680.1",0,1,7,5,4,4
"AT3G48930.1",0,1,7,6,3,3
"AT3G50790.1",0,2,0,0,0,0
"AT3G50920.1",0,1,0,0,0,0
"AT3G51510.1",0,2,0,0,1,1
"AT3G51580.1",0,1,0,0,0,0
"AT3G52070.1",0,1,0,0,0,0
"AT3G52500.1",0,1,0,0,2,1
"AT3G52730.1",0,1,12,10,2,4
"AT3G53610.1",0,2,0,0,2,3
"AT3G53870.1",0,1,2,1,3,2
"AT3G53990.1",0,1,4,7,10,8
"AT3G54110.1",0,1,30,29,9,7
"AT3G54540.1",0,1,0,0,4,2
"AT3G54750.1",0,1,0,0,0,0
"AT3G54780.1",0,1,0,0,0,0
"AT3G56290.1",0,1,0,0,0,1
"AT3G56690.1",0,1,0,0,0,0
"AT3G58570.1",0,1,0,0,1,0
"AT3G59890.1",0,2,0,0,3,5
"AT3G61120.1",0,1,0,0,0,0
"AT3G62120.1",0,1,1,1,10,7
"AT3G62870.1",0,1,1,1,2,2
"AT3G63050.1",0,1,0,0,0,0
"AT4G00260.1",0,1,0,0,0,0
"AT4G02010.1",0,1,0,0,1,0
"AT4G02450.1",0,1,0,0,8,6
"AT4G05530.1",0,1,10,8,6,5
"AT4G08160.1",0,1,0,0,0,0
"AT4G08430.1",0,1,0,0,0,0
"AT4G09000.1",0,2,4,2,10,8
"AT4G09750.1",0,1,1,1,0,3
"AT4G11150.1",0,4,18,20,8,21
"AT4G11600.1",0,3,12,9,4,7
"AT4G12390.1",0,1,0,0,1,2
"AT4G12840.1",0,1,0,0,0,0
"AT4G13615.1",0,1,2,0,2,2
"AT4G13930.1",0,1,2,4,15,13
"AT4G14301.1",0,1,0,0,0,0
"AT4G14880.1",0,1,12,8,17,20
"AT4G14910.1",0,1,0,0,0,0
"AT4G15020.1",0,1,2,2,0,0
"AT4G16210.1",0,1,5,6,3,1
"AT4G16760.1",0,1,18,9,9,6
"AT4G16970.1",0,1,0,0,0,0
"AT4G17520.1",0,1,6,6,6,7
"AT4G17530.1",0,3,0,2,1,4
"AT4G18100.1",0,1,3,3,5,4
"AT4G18670.1",0,1,0,0,0,0
"AT4G18800.1",0,1,0,0,1,1
"AT4G19330.1",0,1,0,0,0,0
"AT4G21150.1",0,2,8,11,18,14
"AT4G21650.1",0,5,0,0,4,3
"AT4G22010.1",0,2,0,0,6,5
"AT4G22670.1",0,1,1,1,9,7
"AT4G22690.1",0,1,12,10,10,21
"AT4G23650.1",0,1,3,1,14,11
"AT4G23710.1",0,1,1,1,7,7
"AT4G23850.1",0,2,3,10,14,7
"AT4G24780.1",0,1,0,0,0,0
"AT4G25210.1",0,3,17,13,0,0
"AT4G26630.1",0,2,0,0,7,3
"AT4G27390.1",0,1,0,0,0,0
"AT4G27520.1",0,1,4,2,8,7
"AT4G28210.1",0,1,0,0,0,0
"AT4G29480.1",0,1,14,10,2,3
"AT4G31040.1",0,2,0,0,0,0
"AT4G31580.1",0,1,1,0,2,0
"AT4G33370.1",0,1,0,0,0,0
"AT4G34980.1",0,1,0,0,7,7
"AT4G35800.1",0,1,6,4,0,0
"AT4G38420.1",0,1,0,0,0,0
"AT4G38680.1",0,1,1,2,1,3
"AT4G39030.1",0,2,0,0,1,0
"AT4G39640.1",0,2,0,0,4,0
"AT4G39660.1",0,1,32,18,5,6
"AT4G39730.1",0,4,5,4,3,4
"AT5G01510.1",0,1,0,0,0,0
"AT5G02560.1",0,4,5,7,1,1
"AT5G03100.1",0,1,0,0,0,0
"AT5G04280.1",0,1,2,1,4,3
"AT5G04990.1",0,2,8,5,1,1
"AT5G05200.1",0,15,0,0,0,2
"AT5G05350.1",0,1,0,0,0,0
"AT5G06320.1",0,1,3,3,4,1
"AT5G07270.1",0,1,0,0,0,0
"AT5G09440.1",0,1,0,0,3,1
"AT5G10010.1",0,1,11,11,3,3
"AT5G10360.1",0,4,2,2,3,3
"AT5G10450.1",0,1,1,2,8,11
"AT5G10760.1",0,1,0,0,3,1
"AT5G11170.1",0,1,0,0,10,10
"AT5G11420.1",0,1,0,0,9,4
"AT5G12370.1",0,1,1,1,3,4
"AT5G13400.1",0,1,0,0,0,0
"AT5G13780.1",0,1,1,0,1,2
"AT5G13980.1",0,4,0,0,17,17
"AT5G15250.1",0,1,0,0,2,1
"AT5G15802.1",0,1,0,0,0,0
"AT5G16450.1",0,1,0,0,0,2
"AT5G16690.1",0,1,0,0,0,0
"AT5G16730.1",0,2,0,0,1,1
"AT5G18380.1",0,5,0,3,4,0
"AT5G18470.1",0,1,0,0,5,0
"AT5G18960.1",0,1,3,1,0,0
"AT5G19500.1",0,2,0,0,0,0
"AT5G19760.1",0,1,63,58,8,14
"AT5G20010.1",0,1,6,7,5,5
"AT5G20290.1",0,5,16,10,14,17
"AT5G20920.1",0,1,0,1,5,3
"AT5G23020.1",0,1,0,0,0,0
"AT5G23210.1",0,5,0,0,3,3
"AT5G25460.1",0,1,0,0,6,1
"AT5G27770.1",0,1,2,1,1,1
"AT5G37600.1",0,2,1,0,1,1
"AT5G38480.1",0,1,4,2,10,8
"AT5G38980.1",0,1,2,0,0,0
"AT5G40480.1",0,1,13,10,2,1
"AT5G40810.1",0,1,13,13,5,5
"AT5G41120.1",0,1,0,0,0,0
"AT5G41850.1",0,1,0,0,0,0
"AT5G42030.1",0,1,0,0,0,0
"AT5G42080.1",0,1,13,12,14,11
"AT5G42740.1",0,1,1,1,8,8
"AT5G43280.1",0,1,8,1,0,0
"AT5G44070.1",0,1,1,1,9,7
"AT5G44400.1",0,2,0,0,4,3
"AT5G45160.1",0,3,0,0,0,2
"AT5G45280.1",0,1,0,0,0,2
"AT5G45520.1",0,1,0,0,0,0
"AT5G45750.1",0,2,3,1,2,1
"AT5G46020.1",0,1,1,1,1,1
"AT5G46070.1",0,4,17,16,9,5
"AT5G46800.1",0,2,45,45,12,11
"AT5G48810.1",0,1,5,3,5,10
"AT5G49360.1",0,1,7,3,6,0
"AT5G51970.1",0,1,1,2,6,6
"AT5G52230.1",0,1,0,0,0,0
"AT5G52310.1",0,5,11,6,51,46
"AT5G52560.1",0,1,0,0,2,2
"AT5G52640.1",0,1,0,0,9,0
"AT5G52840.1",0,1,38,29,8,5
"AT5G53480.1",0,1,8,2,14,10
"AT5G54180.1",0,1,0,0,0,0
"AT5G54500.1",0,1,3,4,8,8
"AT5G55070.1",0,1,41,32,5,5
"AT5G56030.1",0,1,15,11,2,2
"AT5G56490.1",0,1,0,0,0,0
"AT5G57290.1",0,1,2,0,4,4
"AT5G57870.1",0,1,1,1,17,17
"AT5G58070.1",0,6,7,6,7,6
"AT5G58510.1",0,1,0,0,1,0
"AT5G58610.1",0,1,0,0,0,0
"AT5G59200.1",0,1,0,0,0,0
"AT5G59950.1",0,2,1,1,2,2
"AT5G62670.1",0,1,3,3,7,9
"AT5G63030.1",0,3,0,0,1,0
"AT5G63400.1",0,2,50,45,9,6
"AT5G63880.1",0,1,0,0,1,1
"AT5G64260.1",0,1,1,0,1,0
"AT5G65270.1",0,2,1,0,3,3
"AT5G66040.1",0,1,2,1,4,3
"AT5G66055.1",0,1,0,0,0,0
"AT5G66450.1",0,1,0,0,0,0
"AT5G66680.1",0,2,9,8,11,8
"AT5G67270.1",0,1,0,0,0,0
"AT5G67590.1",0,1,20,16,4,5
"ATCG00530.1",0,1,0,0,0,0
"ATCG00640.1",0,1,4,1,0,0
"ATMG00480.1",0,1,25,23,5,8
"AT1G01100.1",0,0,1,1,1,1
"AT1G01170.1",0,0,10,10,3,4
"AT1G01290.1",0,0,3,3,0,0
"AT1G01320.1",0,0,3,1,5,1
"AT1G01370.1",0,0,4,2,0,0
"AT1G01620.1",0,0,1,0,2,1
"AT1G01820.1",0,0,3,2,2,0
"AT1G02160.1",0,0,1,2,0,0
"AT1G02270.1",0,0,1,1,0,0
"AT1G02305.1",0,0,2,1,2,0
"AT1G02370.1",0,0,6,2,0,0
"AT1G02410.1",0,0,5,2,0,0
"AT1G02980.1",0,0,2,0,0,0
"AT1G03090.1",0,0,32,26,2,6
"AT1G03540.1",0,0,3,3,0,0
"AT1G03860.1",0,0,17,14,2,2
"AT1G03870.1",0,0,2,0,8,6
"AT1G04280.1",0,0,4,2,0,0
"AT1G04430.1",0,0,13,8,3,3
"AT1G04640.1",0,0,16,16,6,4
"AT1G04690.1",0,0,5,3,9,9
"AT1G04900.1",0,0,4,5,0,1
"AT1G04910.1",0,0,1,1,0,0
"AT1G05010.1",0,0,1,1,6,3
"AT1G05060.1",0,0,1,1,0,1
"AT1G05150.1",0,0,2,0,1,1
"AT1G05205.1",0,0,1,1,0,0
"AT1G05430.1",0,0,5,1,0,0
"AT1G05500.1",0,0,1,1,3,1
"AT1G05540.1",0,0,1,0,0,0
"AT1G05850.1",0,0,1,0,0,0
"AT1G06020.1",0,0,1,1,0,0
"AT1G06200.1",0,0,2,1,0,0
"AT1G06290.1",0,0,11,8,4,4
"AT1G06460.1",0,0,10,10,2,3
"AT1G06530.1",0,0,39,30,4,4
"AT1G06700.1",0,0,4,1,0,0
"AT1G06760.1",0,0,5,4,0,0
"AT1G06890.1",0,0,3,1,0,0
"AT1G07090.1",0,0,2,0,0,0
"AT1G07110.1",0,0,3,1,6,6
"AT1G07180.1",0,0,7,6,1,0
"AT1G07210.1",0,0,5,2,0,0
"AT1G07510.1",0,0,8,4,0,0
"AT1G07615.1",0,0,2,1,0,0
"AT1G07670.1",0,0,3,6,6,6
"AT1G07790.1",0,0,3,3,0,1
"AT1G07830.1",0,0,1,4,0,0
"AT1G08220.1",0,0,5,2,0,0
"AT1G08360.1",0,0,3,2,1,4
"AT1G08450.1",0,0,12,7,12,3
"AT1G08480.1",0,0,15,9,6,4
"AT1G08930.1",0,0,5,1,1,1
"AT1G09070.1",0,0,3,2,3,0
"AT1G09300.1",0,0,4,2,0,0
"AT1G09310.1",0,0,3,0,6,5
"AT1G09620.1",0,0,11,2,17,16
"AT1G09750.1",0,0,3,5,9,9
"AT1G09780.1",0,0,1,3,11,11
"AT1G09794.1",0,0,2,1,0,0
"AT1G09870.1",0,0,1,0,2,3
"AT1G10070.1",0,0,1,0,0,0
"AT1G10130.1",0,0,2,1,0,0
"AT1G10270.1",0,0,6,4,0,0
"AT1G10290.1",0,0,2,0,5,4
"AT1G10590.1",0,0,2,1,1,3
"AT1G10940.1",0,0,2,2,0,0
"AT1G10950.1",0,0,8,11,3,2
"AT1G11260.1",0,0,1,1,6,0
"AT1G11390.1",0,0,3,2,0,0
"AT1G11475.1",0,0,1,1,0,0
"AT1G13020.1",0,0,1,1,7,6
"AT1G13110.1",0,0,4,5,6,11
"AT1G13320.1",0,0,2,0,3,2
"AT1G13470.1",0,0,1,1,2,1
"AT1G14000.1",0,0,3,0,6,5
"AT1G14140.1",0,0,3,5,0,0
"AT1G14450.1",0,0,4,0,0,0
"AT1G14610.1",0,0,4,2,12,9
"AT1G14620.1",0,0,3,3,0,0
"AT1G14630.1",0,0,1,0,0,0
"AT1G14670.1",0,0,2,2,2,5
"AT1G14850.1",0,0,4,4,1,1
"AT1G14880.1",0,0,1,2,7,3
"AT1G14980.1",0,0,24,19,4,4
"AT1G15120.1",0,0,11,4,0,0
"AT1G15220.1",0,0,1,1,0,0
"AT1G15250.1",0,0,2,3,2,1
"AT1G15480.1",0,0,1,4,0,0
"AT1G15780.1",0,0,1,0,0,0
"AT1G15810.1",0,0,5,4,0,0
"AT1G15930.1",0,0,1,2,3,2
"AT1G16000.1",0,0,4,2,0,0
"AT1G16030.1",0,0,2,2,0,0
"AT1G16240.1",0,0,2,1,1,1
"AT1G16470.1",0,0,3,0,5,7
"AT1G16700.1",0,0,2,3,1,4
"AT1G16740.1",0,0,3,3,0,0
"AT1G16870.1",0,0,14,17,1,1
"AT1G16950.1",0,0,1,0,1,1
"AT1G17100.1",0,0,1,0,5,5
"AT1G17350.1",0,0,3,4,0,0
"AT1G17600.1",0,0,1,0,0,0
"AT1G17730.1",0,0,1,0,0,1
"AT1G18070.1",0,0,1,0,13,9
"AT1G18270.1",0,0,1,0,8,7
"AT1G18450.1",0,0,1,2,1,3
"AT1G18480.1",0,0,4,2,0,0
"AT1G18490.1",0,0,4,1,0,0
"AT1G18630.1",0,0,6,5,0,0
"AT1G18680.1",0,0,2,0,0,0
"AT1G19140.1",0,0,15,6,0,1
"AT1G19240.1",0,0,2,2,0,0
"AT1G19360.1",0,0,5,3,3,1
"AT1G19520.1",0,0,11,9,0,0
"AT1G19580.1",0,0,19,16,3,4
"AT1G19670.1",0,0,1,1,1,2
"AT1G20010.1",0,0,4,2,4,4
"AT1G20050.1",0,0,1,0,0,1
"AT1G20200.1",0,0,1,1,6,6
"AT1G20330.1",0,0,1,3,3,4
"AT1G20370.1",0,0,1,0,0,0
"AT1G20430.1",0,0,3,3,0,0
"AT1G20510.1",0,0,6,6,3,7
"AT1G20560.1",0,0,1,0,0,0
"AT1G20580.1",0,0,2,0,3,4
"AT1G20630.1",0,0,3,0,2,0
"AT1G20760.1",0,0,1,0,2,2
"AT1G21250.1",0,0,4,4,0,4
"AT1G21400.1",0,0,6,3,0,0
"AT1G21740.1",0,0,1,0,0,0
"AT1G21770.1",0,0,2,1,1,1
"AT1G21900.1",0,0,2,0,2,2
"AT1G21930.1",0,0,2,0,0,0
"AT1G22520.1",0,0,7,4,3,2
"AT1G22800.1",0,0,5,6,0,1
"AT1G23100.1",0,0,9,9,0,0
"AT1G23190.1",0,0,2,2,6,10
"AT1G23800.1",0,0,13,10,6,3
"AT1G23860.1",0,0,1,0,0,0
"AT1G23900.1",0,0,1,0,4,5
"AT1G24020.1",0,0,1,1,6,5
"AT1G24180.1",0,0,28,28,3,4
"AT1G24340.1",0,0,23,14,0,0
"AT1G24460.1",0,0,1,2,0,0
"AT1G24610.1",0,0,4,4,0,2
"AT1G24793.1",0,0,2,1,0,0
"AT1G25380.1",0,0,14,11,1,0
"AT1G26420.1",0,0,1,0,0,0
"AT1G26460.1",0,0,18,18,1,2
"AT1G26670.1",0,0,1,0,0,1
"AT1G26740.1",0,0,1,1,0,0
"AT1G26750.1",0,0,4,5,0,0
"AT1G27090.1",0,0,4,4,5,3
"AT1G27130.1",0,0,2,1,3,2
"AT1G27390.1",0,0,9,8,1,2
"AT1G27435.1",0,0,4,2,0,0
"AT1G27930.1",0,0,2,1,0,0
"AT1G27970.1",0,0,3,1,4,2
"AT1G28200.1",0,0,2,0,7,6
"AT1G28330.1",0,0,1,0,1,2
"AT1G28420.1",0,0,1,0,0,0
"AT1G28510.1",0,0,13,9,0,0
"AT1G28540.1",0,0,3,2,0,0
"AT1G29350.1",0,0,1,0,0,1
"AT1G29470.1",0,0,4,0,5,7
"AT1G29530.1",0,0,1,0,0,0
"AT1G29740.1",0,0,2,2,0,4
"AT1G29790.1",0,0,1,1,0,1
"AT1G29810.1",0,0,4,3,0,2
"AT1G29880.1",0,0,6,3,16,17
"AT1G30000.1",0,0,2,0,0,0
"AT1G30360.1",0,0,12,6,19,11
"AT1G30580.1",0,0,8,8,18,16
"AT1G30630.1",0,0,1,0,3,3
"AT1G30680.1",0,0,3,3,0,0
"AT1G31010.1",0,0,1,0,0,0
"AT1G31020.1",0,0,4,0,0,0
"AT1G31175.1",0,0,1,0,0,0
"AT1G31817.1",0,0,8,4,0,0
"AT1G31850.1",0,0,1,1,0,0
"AT1G32260.1",0,0,3,0,0,0
"AT1G32400.1",0,0,1,1,0,0
"AT1G32580.1",0,0,2,3,1,1
"AT1G32928.1",0,0,1,0,0,0
"AT1G33170.1",0,0,2,1,1,0
"AT1G33240.1",0,0,6,8,0,0
"AT1G33360.1",0,0,1,0,0,0
"AT1G34130.1",0,0,2,0,2,3
"AT1G34350.1",0,0,1,0,0,0
"AT1G34360.1",0,0,3,3,0,0
"AT1G34420.1",0,0,1,0,0,1
"AT1G34550.1",0,0,1,0,0,0
"AT1G35160.1",0,0,4,1,7,6
"AT1G35620.1",0,0,1,1,9,8
"AT1G41880.1",0,0,4,3,1,0
"AT1G42550.1",0,0,2,1,8,6
"AT1G44170.1",0,0,1,1,1,1
"AT1G44542.1",0,0,1,1,0,0
"AT1G45332.1",0,0,1,6,0,0
"AT1G47200.1",0,0,1,1,4,5
"AT1G47278.1",0,0,2,1,0,0
"AT1G47420.1",0,0,26,19,3,8
"AT1G47550.1",0,0,1,0,2,0
"AT1G48200.1",0,0,2,3,0,0
"AT1G48320.1",0,0,3,0,0,0
"AT1G48410.1",0,0,5,3,3,5
"AT1G48440.1",0,0,1,0,0,0
"AT1G48490.1",0,0,1,0,0,0
"AT1G48600.1",0,0,1,0,6,4
"AT1G48830.1",0,0,2,2,7,4
"AT1G49140.1",0,0,5,7,0,1
"AT1G49400.1",0,0,2,2,0,0
"AT1G49410.1",0,0,2,3,0,0
"AT1G49480.1",0,0,2,2,0,0
"AT1G49670.1",0,0,7,2,4,5
"AT1G49760.1",0,0,5,4,6,6
"AT1G49780.1",0,0,1,2,1,0
"AT1G50140.1",0,0,2,0,1,0
"AT1G50200.1",0,0,4,6,20,22
"AT1G50380.1",0,0,2,0,6,7
"AT1G50430.1",0,0,1,0,2,1
"AT1G50460.1",0,0,3,1,0,0
"AT1G50510.1",0,0,2,0,0,0
"AT1G50620.1",0,0,1,0,0,0
"AT1G50940.1",0,0,18,21,5,4
"AT1G51390.1",0,0,6,5,0,2
"AT1G51590.1",0,0,2,0,0,0
"AT1G51610.1",0,0,2,2,0,0
"AT1G51630.1",0,0,2,1,1,0
"AT1G51650.1",0,0,10,13,1,2
"AT1G51660.1",0,0,3,2,0,0
"AT1G52360.1",0,0,3,2,5,7
"AT1G52370.1",0,0,1,0,0,0
"AT1G52420.1",0,0,2,0,0,0
"AT1G52600.1",0,0,2,1,3,4
"AT1G52780.1",0,0,4,2,1,0
"AT1G53000.1",0,0,23,22,2,1
"AT1G53290.1",0,0,1,0,0,0
"AT1G53310.1",0,0,2,0,16,18
"AT1G53430.1",0,0,1,1,1,4
"AT1G53440.1",0,0,1,0,0,0
"AT1G53460.1",0,0,1,1,0,0
"AT1G53580.1",0,0,11,7,6,5
"AT1G53645.1",0,0,6,5,1,0
"AT1G53750.1",0,0,2,1,12,13
"AT1G53760.1",0,0,10,8,0,0
"AT1G53850.1",0,0,2,1,8,7
"AT1G54010.1",0,0,1,0,2,0
"AT1G54060.1",0,0,2,2,0,0
"AT1G54150.1",0,0,1,1,0,0
"AT1G54220.1",0,0,30,25,2,3
"AT1G54290.1",0,0,1,1,1,1
"AT1G54340.1",0,0,2,0,0,0
"AT1G55210.1",0,0,1,0,1,2
"AT1G55510.1",0,0,5,4,0,0
"AT1G55890.1",0,0,21,16,1,0
"AT1G55900.1",0,0,9,12,1,0
"AT1G56000.1",0,0,7,0,0,0
"AT1G56450.1",0,0,1,0,7,5
"AT1G56560.1",0,0,15,12,1,0
"AT1G57610.1",0,0,9,5,0,0
"AT1G57720.1",0,0,8,0,11,9
"AT1G58180.1",0,0,4,0,0,0
"AT1G59610.1",0,0,5,9,8,9
"AT1G59870.1",0,0,37,22,28,30
"AT1G59900.1",0,0,61,54,11,11
"AT1G60550.1",0,0,2,4,1,1
"AT1G60770.1",0,0,18,13,0,0
"AT1G60780.1",0,0,1,0,2,4
"AT1G61570.1",0,0,3,3,0,0
"AT1G61770.1",0,0,1,1,0,0
"AT1G61790.1",0,0,4,2,1,2
"AT1G61870.1",0,0,9,7,0,0
"AT1G61980.1",0,0,2,2,0,0
"AT1G61990.1",0,0,2,2,0,0
"AT1G62085.1",0,0,1,0,0,0
"AT1G62330.1",0,0,3,5,0,0
"AT1G62730.1",0,0,2,4,0,0
"AT1G63000.1",0,0,1,0,4,3
"AT1G63050.1",0,0,1,0,0,0
"AT1G64330.1",0,0,1,0,1,0
"AT1G64500.1",0,0,1,0,4,2
"AT1G64550.1",0,0,1,0,1,2
"AT1G64850.1",0,0,1,0,1,1
"AT1G64880.1",0,0,11,6,0,0
"AT1G65032.1",0,0,3,3,0,0
"AT1G65270.1",0,0,2,1,1,2
"AT1G65290.1",0,0,11,11,1,0
"AT1G65540.1",0,0,35,34,4,4
"AT1G65950.1",0,0,1,0,0,0
"AT1G66240.1",0,0,5,4,3,3
"AT1G66520.1",0,0,1,0,0,0
"AT1G66580.1",0,0,2,2,2,6
"AT1G66940.1",0,0,1,1,1,0
"AT1G66970.1",0,0,4,0,8,14
"AT1G67350.1",0,0,18,10,2,2
"AT1G67430.1",0,0,3,0,3,0
"AT1G67620.1",0,0,1,1,0,0
"AT1G67730.1",0,0,4,2,1,1
"AT1G67785.1",0,0,3,2,0,0
"AT1G68910.1",0,0,3,2,0,0
"AT1G68990.1",0,0,1,0,0,0
"AT1G69210.1",0,0,2,1,0,0
"AT1G69530.1",0,0,1,0,1,1
"AT1G69750.1",0,0,3,2,0,0
"AT1G69800.1",0,0,1,0,1,2
"AT1G69840.1",0,0,2,4,10,3
"AT1G70190.1",0,0,7,2,0,0
"AT1G70410.1",0,0,7,7,9,8
"AT1G70580.1",0,0,2,1,4,3
"AT1G70730.1",0,0,2,4,15,19
"AT1G70770.1",0,0,7,8,3,7
"AT1G70840.1",0,0,1,1,0,0
"AT1G71220.1",0,0,4,0,9,6
"AT1G71260.1",0,0,2,2,0,0
"AT1G71310.1",0,0,14,9,3,1
"AT1G71370.1",0,0,1,1,0,0
"AT1G71730.1",0,0,5,7,0,0
"AT1G72020.1",0,0,2,3,0,1
"AT1G72040.1",0,0,1,0,0,0
"AT1G72160.1",0,0,2,2,11,11
"AT1G72170.1",0,0,7,5,1,2
"AT1G72190.1",0,0,1,1,0,0
"AT1G72330.1",0,0,7,4,4,0
"AT1G72550.1",0,0,1,0,8,6
"AT1G72750.1",0,0,5,5,0,0
"AT1G72820.1",0,0,3,1,0,0
"AT1G73020.1",0,0,1,1,0,0
"AT1G73100.1",0,0,1,4,0,0
"AT1G73230.1",0,0,2,0,2,2
"AT1G73650.1",0,0,1,1,0,1
"AT1G73980.1",0,0,12,7,1,0
"AT1G74020.1",0,0,1,0,0,2
"AT1G74230.1",0,0,9,8,1,2
"AT1G74310.1",0,0,1,0,0,0
"AT1G74380.1",0,0,2,2,0,0
"AT1G75210.1",0,0,2,2,0,0
"AT1G75500.1",0,0,1,0,0,1
"AT1G75630.1",0,0,5,4,10,7
"AT1G76010.1",0,0,4,2,4,2
"AT1G76060.1",0,0,1,3,0,0
"AT1G76110.1",0,0,2,2,0,0
"AT1G76150.1",0,0,6,2,3,2
"AT1G76200.1",0,0,3,3,1,1
"AT1G76280.1",0,0,1,0,0,0
"AT1G76400.1",0,0,3,1,2,4
"AT1G76440.1",0,0,1,1,0,0
"AT1G76510.1",0,0,1,0,0,0
"AT1G76880.1",0,0,5,3,0,0
"AT1G76890.2",0,0,3,3,0,0
"AT1G76990.1",0,0,1,0,1,1
"AT1G77130.1",0,0,1,1,0,0
"AT1G77370.1",0,0,1,0,0,0
"AT1G77670.1",0,0,1,0,1,1
"AT1G77750.1",0,0,3,4,0,0
"AT1G78590.1",0,0,2,0,0,0
"AT1G78690.1",0,0,1,0,0,0
"AT1G78890.1",0,0,1,0,0,0
"AT1G78920.1",0,0,4,0,5,3
"AT1G79010.1",0,0,6,6,1,0
"AT1G79280.1",0,0,7,4,2,1
"AT1G79340.1",0,0,3,3,10,10
"AT1G79390.1",0,0,1,2,0,0
"AT1G79750.1",0,0,12,7,0,1
"AT1G79890.1",0,0,1,1,0,0
"AT1G79930.1",0,0,3,3,7,5
"AT1G80230.1",0,0,13,13,1,3
"AT1G80360.1",0,0,2,0,0,1
"AT1G80460.1",0,0,1,0,10,4
"AT1G80620.1",0,0,5,3,0,0
"AT1G80670.1",0,0,1,1,0,0
"AT1G80720.1",0,0,1,2,0,0
"AT1G80890.1",0,0,2,2,0,0
"AT2G01220.1",0,0,1,0,0,0
"AT2G01270.1",0,0,2,2,0,0
"AT2G01320.1",0,0,2,0,0,0
"AT2G01690.1",0,0,1,0,3,3
"AT2G01710.1",0,0,1,1,0,0
"AT2G01720.1",0,0,3,5,5,4
"AT2G01970.1",0,0,5,2,1,0
"AT2G02050.1",0,0,22,21,4,6
"AT2G02070.1",0,0,2,0,0,0
"AT2G02100.1",0,0,1,0,0,0
"AT2G02510.1",0,0,3,9,0,0
"AT2G02730.1",0,0,1,0,0,0
"AT2G02850.1",0,0,1,1,0,1
"AT2G04280.1",0,0,1,1,0,0
"AT2G04350.1",0,0,2,3,6,5
"AT2G04520.1",0,0,1,0,2,3
"AT2G04540.1",0,0,10,8,1,0
"AT2G04780.1",0,0,1,1,2,1
"AT2G04865.1",0,0,2,2,0,0
