Protein,Cp1_noPF,Cp2_noPF,Mt1_noPF,Mt2_noPF,Lf1_noPF,Lf2_noPF
AT5G08300.1,0,0,18640349041,20562756598,1020045600,969293674.5
AT5G08370.1,0,0,0,0,40620832,60962484.32
AT5G08380.1,0,0,0,0,334638400,391462674.6
AT5G08410.1,627092600.5,62948969.33,0,0,619304488,486746828.2
AT5G08530.1,0,0,38381224891,33109457604,1566110970,1842466432
AT5G08540.1,1541250445,754316894.9,365643244.7,259215662.1,931501304,838031826.7
AT5G08570.1,0,0,0,0,59150984,0
AT5G08590.1,0,0,47864487.11,72936102.92,260271752,266764483
AT5G08610.1,80381945.69,48352328.14,140528595.3,0,0,0
AT5G08640.1,0,0,0,0,0,17095586.33
AT5G08650.1,279776870.5,0,0,0,76906096,191024907.4
AT5G08680.1,681569904.2,857748345,6.13E+11,6.52E+11,29462060665,39170724931
AT5G08740.1,865532739,1805547901,0,0,262059506.5,499652837.6
AT5G09225.1,0,0,39462720.28,87434976.72,0,0
AT5G09230.1,0,0,54096274.08,201829371,0,0
AT5G09270.1,0,0,103401664.6,125701394.1,0,0
AT5G09420.1,0,0,84975310.19,154322458.5,0,0
AT5G09440.1,0,21531090.93,0,0,240241228,59496590.78
AT5G09450.1,0,0,152605005.4,96587848.72,0,0
AT5G09510.1,0,0,0,0,412291168,386541088.2
AT5G09590.1,4926252.551,7027539.111,29595217490,20832918878,4403546938,4423047004
AT5G09620.1,0,0,0,0,22614316,0
AT5G09650.1,7259851081,1837306667,293921621.9,68119173.55,7195093866,6546733548
AT5G09660.1,738088165.4,765768667.5,22612501965,22170023961,14018179702,17768086088
AT5G09680.1,0,0,0,0,0,58196267.99
AT5G09770.1,0,0,350363548,59413676.07,0,0
AT5G09810.1,0,9286356.497,1170024368,495447997.9,4560788004,4065316214
AT5G09820.1,0,0,0,0,0,59879023
AT5G09830.1,0,0,0,0,123491472,75338927.72
AT5G09840.1,0,0,180821437.4,94149572.43,0,0
AT5G09900.1,0,0,0,0,655143688,515569683
AT5G10010.1,0,4443372.054,1022181093,1575430448,74676366,59581622.78
AT5G10050.1,12040971.78,0,8668440.948,0,32433322,17463983.7
AT5G10160.1,1245000576,212521971.3,0,0,309814410,0
AT5G10300.1,0,0,0,0,0,47814851.73
AT5G10330.1,183869980.1,29723891.76,0,0,63656768,62574390.87
AT5G10360.1,0,18303535.66,159137960.5,182128467.8,727419808,655302081
AT5G10450.1,0,0,310958146.2,513974199.4,4714021726,3327081074
AT5G10460.1,0,0,0,0,0,33039826.17
AT5G10470.1,0,0,100103282.7,83600301.34,243686700,223795095.5
AT5G10540.1,0,0,0,0,461937540,154397732.3
AT5G10560.1,0,0,0,0,261288808,378006857.5
AT5G10630.1,0,0,0,0,65544260,0
AT5G10730.1,0,0,8708739655,7279984087,164778772,378120480.4
AT5G10760.1,0,8301428.589,0,0,346643168,92692311.9
AT5G10780.1,0,0,35992788.2,0,45044692,48080356.29
AT5G10840.1,0,0,25152501.47,62762261.72,71328144,66574556.53
AT5G10860.1,0,0,75463020596,74374523250,3916961689,2829500681
AT5G10920.1,575427918.4,138813088.5,0,0,543003216,443024414.3
AT5G10980.1,70444747.89,160646267.5,6155722504,3855685205,329783264,270466728.3
AT5G11040.1,0,0,0,0,22459002,0
AT5G11060.1,0,0,90811184.88,58655662.76,0,0
AT5G11170.1,0,13933886.39,0,0,1589405438,1916603911
AT5G11280.1,0,0,0,31537895.77,0,0
AT5G11330.1,0,0,0,0,140933932,218569084.4
AT5G11390.1,0,0,0,22885522.08,0,0
AT5G11420.1,0,33569705.39,0,0,2161997512,950779787.7
AT5G11450.1,2159232971,1950789197,0,0,1130854416,1168893418
AT5G11480.1,67585247.01,0,0,0,0,0
AT5G11490.1,0,0,0,0,30559886,27286538.04
AT5G11520.1,96525556.13,18403225.7,1187318696,1047291849,542568414,515453212.8
AT5G11560.1,0,0,286394853.4,233180809.3,418681996,554793106
AT5G11580.1,0,0,0,0,43614534,66130026.16
AT5G11600.1,0,0,16515894.66,0,0,0
AT5G11670.1,95689240.58,93067997.01,1563740432,1055469429,5871498769,9915838081
AT5G11680.1,0,0,0,0,62583284,38533289.38
AT5G11690.1,0,0,26913688.58,0,0,0
AT5G11710.1,0,0,0,0,63241020,0
AT5G11720.1,0,0,0,0,134685628,0
AT5G11730.1,0,0,48114169.09,0,0,0
AT5G11750.1,0,0,553602430.4,558332505.2,0,0
AT5G11770.1,0,0,16704216470,15393734760,630517240,1537696884
AT5G11810.1,0,0,0,0,38816752,31204433.68
AT5G11840.1,53259997.75,140799980.2,0,0,0,0
AT5G11880.1,249384062.7,5252157.415,0,0,203428220,3190554.975
AT5G11900.1,0,0,0,0,58708848,28492138.54
AT5G11950.1,0,0,34570592.49,0,128297052,215817989.5
AT5G11980.1,0,0,30994353.75,0,0,0
AT5G12040.1,316833394.7,42442337.54,271931241.4,215111627.4,955015220,549731377.4
AT5G12080.1,0,0,0,0,53934224,0
AT5G12100.1,0,0,0,29777900.54,0,0
AT5G12110.1,0,0,0,0,106570696,0
AT5G12130.1,224510144.8,264101052.3,0,0,0,0
AT5G12140.1,0,0,202616048.9,180320042.5,247654624,68983829.25
AT5G12170.2,8623353.448,12579133.1,0,0,0,0
AT5G12200.1,0,0,64007567.95,0,380445576,307510653.9
AT5G12250.1,0,0,0,16977729.4,265959110,308838316.3
AT5G12290.1,0,0,2237116079,3169926778,0,0
AT5G12370.1,0,40611172.38,112721532,81586261.32,84448832,84900300.03
AT5G12410.1,0,0,0,0,11075201,25139405.04
AT5G12470.1,1272622913,620840944.7,0,219337289.6,1736152208,2402602160
AT5G12480.1,0,0,0,0,43719856,0
AT5G12860.1,1835754739,460044380,317914859.7,430569992.3,513205088,1254743643
AT5G12890.1,0,0,0,0,120957990,99980931.24
AT5G12940.1,0,0,0,0,462682276,123849038.7
AT5G12950.1,0,0,0,0,497630792,623117248.4
AT5G13030.1,463433522.3,76362966.33,794801110.7,398720126.3,862608088,1000085246
AT5G13050.1,0,0,0,0,44366416,691190133.6
AT5G13120.1,3378501397,3561248191,0,0,1920179973,2245232625
AT5G13200.1,0,0,0,32699035.99,484642392,164801349.6
AT5G13280.1,86257763.57,0,0,0,0,0
AT5G13300.1,0,0,0,0,19548882,0
AT5G13370.1,0,0,0,0,51209310,12884185.15
AT5G13390.1,0,0,20248079.49,0,0,0
AT5G13410.1,1435460679,1141840147,72446337.16,139214300.7,1291248792,995203033.1
AT5G13420.1,2040265117,1613725404,0,0,3757273680,1151210744
AT5G13440.1,11973366.71,23033352.41,8889016687,9825548770,924953784,1398470655
AT5G13450.1,33900947.12,69297855.58,94453370492,1.11E+11,2796286844,5055207602
AT5G13490.1,0,0,1276822531,1233883836,68797856,70064494.77
AT5G13510.1,4788114296,1788926397,57661799.05,35280394.29,3825639968,3872088620
AT5G13560.1,0,0,0,0,67579166,33484369.42
AT5G13630.1,4131724611,437803365.8,0,0,498723232,192960542.9
AT5G13640.1,0,0,69858043.75,130883783.7,75391804,494169143.5
AT5G13650.1,631425273.6,0,0,0,92634194,0
AT5G13660.1,0,0,0,0,43099824,0
AT5G13690.1,0,0,0,0,21462516,33407276.58
AT5G13710.1,0,0,0,0,34053104,30304752.33
AT5G13720.1,222901541.2,53682602.29,0,0,160291656,0
AT5G13770.1,10204373.94,0,0,0,0,0
AT5G13780.1,0,0,0,0,0,50153199.77
AT5G13850.1,0,0,0,0,136379624,0
AT5G13930.1,0,0,0,0,0,642503983.8
AT5G13980.1,0,62435708.97,0,0,1760056320,2295039028
AT5G14030.1,0,0,516337801.1,349879422.1,417240352,418929088.9
AT5G14040.1,0,0,82212163644,1.09E+11,6685094231,9277631732
AT5G14060.1,263351828.5,16461269.66,71638904.95,0,0,108024272.8
AT5G14105.1,0,0,619185640.7,1348368979,0,0
AT5G14120.1,0,0,0,235455428.4,384890468,55689180.85
AT5G14170.1,0,0,18801283.93,63334117.12,0,20965693.51
AT5G14200.1,9067515.758,0,0,0,234467578,225800108.5
AT5G14220.1,566700644.5,311555912,200924581.5,0,346953472,326639851.3
AT5G14250.1,0,0,0,0,63480942,62406290.59
AT5G14260.1,770242070,72423666.85,0,0,356194216,354795293.2
AT5G14320.1,6468045175,3952984967,8664978.028,63367251.66,1581883140,1444650307
AT5G14430.1,0,0,197109897.1,49296017.79,0,0
AT5G14540.1,0,0,0,0,112523506,60335820.97
AT5G14580.1,0,0,124109921.1,238196694,0,0
AT5G14590.1,320497289.6,0,4775475788,3642063833,958703262,1207590436
AT5G14620.1,0,0,0,0,6493132.5,0
AT5G14660.1,840786969.1,87927914.3,0,0,598379592,268922290.3
AT5G14670.1,47428368.43,58362918.03,487094284.6,146320044.7,9532485169,8661651151
AT5G14680.1,0,0,0,0,38057880,0
AT5G14740.1,33548177.22,14048695.47,4904178580,3474009797,13090528176,7984786073
AT5G14780.1,546479962.7,431074242.5,3.03E+11,2.24E+11,15488275260,20315728727
AT5G14800.1,0,0,0,0,42592020,0
AT5G14910.1,1876805863,29717520.86,0,0,907083072,831029532.2
AT5G14930.1,0,0,0,0,40131572,0
AT5G14950.1,0,0,816559769.9,340561716.3,14543661,0
AT5G15090.1,93473959.08,108816984.6,51769701252,65103555767,4665725059,6885027083
AT5G15200.1,47472204.49,66458279.55,256288324.9,767310721.1,1908395456,0
AT5G15210.1,0,0,0,139613100.2,0,0
AT5G15320.1,0,0,6670192525,10339122235,0,0
AT5G15350.1,0,0,0,29999816.06,187455216,0
AT5G15400.1,0,0,0,0,31711812,0
AT5G15450.1,887181243.2,261840853.4,0,0,1157237152,2486392416
AT5G15490.1,0,0,0,0,39702300,53813695.88
AT5G15610.1,0,0,0,0,0,122094451.8
AT5G15640.1,0,0,2464868920,2026380248,21067202,19259064.67
AT5G15650.1,0,0,0,0,380213792,441656107.6
AT5G15802.1,0,40125487.66,0,0,0,0
AT5G15870.1,0,0,0,0,1055230592,994701708.5
AT5G15910.1,0,0,3733878438,4055690450,35834756,152789529.9
AT5G15960.1,0,0,39141863.01,115085848.9,271323648,0
AT5G15970.1,36866442.25,79012579.84,4336995604,5489264162,12762562976,4937386462
AT5G15980.1,0,0,661929319.8,607150312.6,0,0
AT5G16010.1,118391555.9,113307802.9,231081354.8,205031477.6,312255036,225806810.3
AT5G16040.1,0,0,41442865.36,0,0,0
AT5G16050.1,0,0,54403238.89,54867576.79,259287536,290410596.9
AT5G16060.1,0,0,155977325.7,0,0,8715521.421
AT5G16070.1,0,0,0,0,277258564,151768033.5
AT5G16130.1,0,0,238823754.7,0,993029378,329057992.4
AT5G16150.1,0,259781561.2,199031864.6,0,583557804.6,542642875
AT5G16270.1,0,0,15626051.78,0,0,37366993.3
AT5G16280.1,0,0,0,0,169360400,0
AT5G16290.1,114849107,9688126.089,0,0,47574734,0
AT5G16300.1,0,0,0,28771584.56,13475425,0
AT5G16370.1,0,0,90692275.59,173415815.3,78274276,0
AT5G16390.1,1972396572,473695259.5,0,0,630267264,364320814
AT5G16400.1,356478787.2,0,0,0,356141552,162959972.6
AT5G16410.1,34622752.08,8979018.923,0,0,0,0
AT5G16440.1,18240656.49,10845039.55,0,0,137264912,100811703.2
AT5G16450.1,0,23572905.43,0,0,0,144510582.5
AT5G16470.1,4407710.313,105463023.5,584297662.8,1120422230,0,0
AT5G16510.1,0,0,0,0,232482932,264136869.3
AT5G16550.1,0,0,13575502.5,0,0,79111293.5
AT5G16570.1,0,0,0,0,0,64596756.37
AT5G16590.1,0,0,0,0,79764198,43214183.44
AT5G16620.1,1216078706,421278978.7,7521305.823,0,628211134,604830605.3
AT5G16660.1,500094105.8,426398693.2,100823302.4,100063197.1,564375142,285963790.1
AT5G16690.1,55215897.68,17418119.23,0,0,0,0
AT5G16710.1,11713066173,1708204469,0,79231758.43,8617843720,8335337273
AT5G16715.1,511030564.3,0,0,0,336151452,124849139.2
AT5G16730.1,0,0,0,0,11806304,18602341.09
AT5G16810.1,237593112.3,34204938.71,0,0,0,37578044.14
AT5G16840.1,0,0,0,71487983.11,491964046,543253220.7
AT5G16870.1,0,0,25671809.4,0,0,0
AT5G16880.1,0,0,0,0,677954792,243208195.5
AT5G16930.1,0,0,594493767.5,855072429.6,0,0
AT5G16950.1,0,0,178786591.7,345621903.6,0,0
AT5G16970.1,0,0,0,0,1555838494,2345360720
AT5G16990.1,0,0,0,0,62089756,176105421.4
AT5G17000.1,0,0,0,0,164851288,142028107.8
AT5G17010.1,0,0,0,0,0,24902517.72
AT5G17020.1,0,0,0,0,523712349,328997192.3
AT5G17050.1,0,0,0,0,0,143050460.9
AT5G17070.1,0,0,0,0,0,83886892.67
AT5G17170.1,5129321498,11134343676,514892310.8,448559421.1,1687782213,3463001809
AT5G17220.1,0,0,0,0,0,1087445870
AT5G17230.1,269455460.5,155686199.5,0,0,0,15835936.87
AT5G17270.1,114712265.6,0,0,102672257.4,0,0
AT5G17310.1,0,0,0,0,504092604,461886573.9
AT5G17380.1,0,0,0,0,604974747,1102051667
AT5G17520.1,163445528.7,64796754.01,0,0,60031816,82326474.4
AT5G17530.1,345071476.8,56248616.34,0,0,361075510,221186548.8
AT5G17550.1,0,0,0,0,0,27989115.35
AT5G17560.1,91984773.53,0,1021166729,809151551,40299808,140433135
AT5G17630.1,170584982.5,37202841.95,0,0,75878400,203840086.6
AT5G17670.1,89344275.95,167830118.4,0,0,77432154,39143435.59
AT5G17710.1,1339930055,259955119.2,0,0,1937359410,1898300997
AT5G17770.1,0,0,2983795434,2489851166,763064642,448773989.7
AT5G17870.1,281929120.9,0,0,0,211806704,242406478.9
AT5G17920.1,174918421.6,175214285.3,1715636985,2049598940,25525245636,17024250308
AT5G17990.1,699658445,152868969.9,0,0,291315548,149134617.8
AT5G18100.1,0,0,303651985,279130694.7,0,693247513.2
AT5G18110.1,0,0,0,0,0,17115165.53
AT5G18170.1,0,17420234.96,29350325454,24649522883,1748449504,2942283637
AT5G18280.1,0,0,151620414.6,45920142.92,0,0
AT5G18400.1,0,0,0,0,21269576,14587357.89
AT5G18470.1,0,27172486.43,0,0,250396148,0
AT5G18480.1,0,0,158186023.4,123339125.2,22883370,54918312.53
AT5G18550.1,0,0,0,0,0,11355511.69
AT5G18570.1,88143750.42,0,0,0,0,0
AT5G18620.1,0,0,20418743.94,0,0,0
AT5G18660.1,1476425170,1041616931,0,0,536909350,550411998.5
AT5G18790.1,0,0,316819106.4,383882835.2,0,0
AT5G18800.1,0,0,2805851137,3655425535,75979276,72368920.62
AT5G18850.1,0,0,0,0,5838736.5,0
AT5G18900.1,0,0,80832817.18,0,0,37886097.72
AT5G18960.1,0,37863607.96,90150591.87,0,0,0
AT5G19140.1,0,0,71351728.29,92766421.82,1079637884,1168496599
AT5G19150.1,0,0,0,0,0,22155225.67
AT5G19151.1,0,0,142889857.8,0,0,0
AT5G19180.1,0,0,0,0,36588212,28293116.95
AT5G19220.1,6517456020,597684658.4,23177890.43,0,6416196768,8261202950
AT5G19240.1,0,0,175298907.8,185571776.9,0,0
AT5G19250.1,0,0,0,11515774.2,1539962752,2387784710
AT5G19320.1,0,0,265132537.4,28914315.4,0,32299896.34
AT5G19350.1,0,0,0,0,0,666336420.1
AT5G19370.1,645818693.3,28057797.93,1534378975,1396061011,71476344,475441270.6
AT5G19440.1,0,0,0,0,274777800,423530914.6
AT5G19460.1,104195608.3,0,116771080.7,31537116.84,0,85976106.18
AT5G19470.1,0,0,0,0,0,29169033.99
AT5G19500.1,0,8913317.738,0,0,0,0
AT5G19510.1,0,16248571.45,105467869,51578795.75,3145952496,2861921902
AT5G19540.1,14485894.01,0,0,0,0,0
AT5G19550.1,0,0,0,48478625.94,1164845100,1304097643
AT5G19620.1,479013108.3,175823521.3,49003382.35,45232443.13,421352012,222305076.8
AT5G19690.1,0,0,200446882.2,210701847.7,309310706,223724474.6
AT5G19750.1,0,0,0,0,30052838,0
AT5G19760.1,0,0,1.22E+11,94464310822,2061088552,4449089889
AT5G19780.1,0,0,220219270.9,293975117.7,2312182464,2174889033
AT5G19820.1,0,0,89230696.66,170528483.4,1153544210,322673731.3
AT5G19850.1,60012799.36,42448276.83,0,0,0,0
AT5G19855.1,80147223.54,0,0,0,28280368,0
AT5G19860.1,0,0,0,0,861024684,229611725.1
AT5G19940.1,7290075051,6085444314,75953865.56,183170471.6,2910612604,1381477251
AT5G19990.1,0,0,0,0,300506288,500465699.8
AT5G20010.1,0,46114413.79,2242904699,3010981874,1165170224,3092091652
AT5G20060.1,0,0,0,39304506.43,0,0
AT5G20070.1,0,0,0,0,0,58374787.04
AT5G20080.1,0,0,30453522698,26942207273,598408438,1222571163
AT5G20090.1,0,0,8659429481,11389009221,76815890,77141066.91
AT5G20130.1,15511323.63,0,0,0,0,0
AT5G20140.1,2870721983,910379029.2,0,0,69791048,9969602451
AT5G20180.1,0,0,125525580.9,123367629.4,0,0
AT5G20230.1,0,0,0,0,241456416,0
AT5G20280.1,0,0,73493319.1,0,426950256,1355505450
AT5G20290.1,0,50245245.67,2820415180,1783785512,6860218542,7029761091
AT5G20410.1,78907014.06,43737964.5,0,0,0,0
AT5G20490.1,0,0,0,0,0,6070337.338
AT5G20500.1,0,0,360411375.5,273938072.5,184793552,34417334.14
AT5G20570.1,0,0,40033532.3,0,0,13116793.95
AT5G20590.1,0,0,0,0,0,64446573.27
AT5G20630.1,474599224,1232163907,0,0,2908207312,1851047602
AT5G20650.1,0,0,256707122.8,0,313594912,191229181.3
AT5G20660.1,0,0,0,0,47963440,36732934.61
AT5G20720.1,18386152756,3409659778,166181386,158228832.2,12279839200,7612311454
AT5G20830.1,0,0,0,0,85380102,730960032.8
AT5G20890.1,0,0,0,0,939561812,580205950
AT5G20920.1,0,4380964.645,0,66949350.25,613733416,296529521
AT5G20935.1,0,0,0,0,0,32791916.69
AT5G20950.1,19174217.99,111743398.1,0,0,1219850888,584253743.1
AT5G20970.1,0,0,0,0,0,332774684.8
AT5G20980.1,20148823.45,0,110284442.2,0,39768058,55751397.11
AT5G20990.1,0,0,0,0,0,30609125.41
AT5G21010.1,0,0,0,0,0,1635581.083
AT5G21060.1,0,0,0,0,144525600,287893372.3
AT5G21100.1,0,0,0,0,94284636,0
AT5G21160.1,0,0,0,0,14610623,0
AT5G21430.1,1912901025,2110510250,0,0,1033419540,1099279063
AT5G21930.1,7216749.435,14835693.84,0,0,0,0
AT5G22020.1,0,0,0,0,0,127142725.4
AT5G22300.1,0,0,0,0,0,103064260.7
AT5G22330.1,0,0,606608943.8,568404409.6,43864996,84286357.38
AT5G22340.1,321035159.3,260797388.2,0,0,0,0
AT5G22350.1,0,0,763534112.8,895877294.1,0,0
AT5G22360.1,0,0,26248298.21,0,0,0
AT5G22440.1,0,0,0,0,23978612,0
AT5G22460.1,0,0,0,84698677.66,0,0
AT5G22510.1,195631850.4,0,0,0,160566188,70789036.96
AT5G22580.1,119340714.2,72202085.09,0,0,4181702039,1434647318
AT5G22620.1,110952478.1,10844454.76,0,0,120787148,0
AT5G22640.1,371596387.8,231444650.5,0,0,17704752,0
AT5G22650.1,0,0,976383199.9,0,0,29832575.29
AT5G22770.1,0,0,116658026.6,90385887.98,749443154,518859153.5
AT5G22790.1,52538240.1,0,0,0,0,55877757.91
AT5G22800.1,1437845727,58132223.8,0,0,1593206212,973853973.4
AT5G22830.1,372506487.8,296841145.9,0,0,0,0
AT5G22875.1,0,0,383235642.7,358141047,0,0
AT5G22880.1,51108787.99,205174707.8,1467352565,1683611940,306712832,231370731.1
AT5G23010.1,54757084.7,73769951.28,0,0,70738544,40806346.2
AT5G23020.1,0,5561132.991,0,0,0,0
AT5G23040.1,365485522.7,29834509.15,93483080.33,20379901.53,33183448,0
AT5G23050.1,0,0,0,0,14451417,0
AT5G23060.1,22330313229,55986279480,8397793627,663096332.9,9606988426,17112177180
AT5G23120.1,16405437635,17963762395,322179048.2,79383889.7,12500910752,15230012180
AT5G23140.1,0,0,5009719769,5737229303,176126500,0
AT5G23200.1,0,0,988545757.3,891727098.4,0,0
AT5G23210.1,0,62069678.37,0,0,50703556,371140157.4
AT5G23240.1,41806691.99,62463866.86,0,0,0,0
AT5G23250.1,0,0,2981258339,2833063303,89798920,125770519.2
AT5G23290.1,0,0,0,0,75824832,20713096.45
AT5G23300.1,0,0,3035104837,2634105619,34961280,135205723.9
AT5G23310.1,213382524.8,89237635.44,0,0,0,0
AT5G23395.1,0,0,136115033.5,287631641.2,0,0
AT5G23440.1,165188259,20905935.27,0,0,280701678,298161955.9
AT5G23535.1,0,0,327898218.5,25170320.6,0,0
AT5G23540.1,0,0,47424062.88,44611911.18,228098438,231876792.8
AT5G23630.1,0,0,0,35464138.86,0,0
AT5G23740.1,0,0,0,0,398502080,360120428.6
AT5G23750.1,0,0,0,0,209414576,181712743.7
AT5G23760.1,0,0,0,0,79145856,103701879.6
AT5G23820.1,0,0,0,0,656314256,0
AT5G23860.1,0,0,0,0,70597120,36410884.84
AT5G23890.1,942754330,732018532.2,34174392.18,0,424376060,472152187.7
AT5G23900.1,0,0,51007986.45,50894286.59,509881474,454145096.8
AT5G23920.1,0,0,0,0,122491176,166812802.5
AT5G24020.1,197370851.4,0,0,0,168462656,49259914.18
AT5G24165.1,0,0,12467418517,16018360959,552399244,529720435.2
AT5G24260.1,0,0,0,0,74218376,28972262.78
AT5G24300.1,1085753531,94174040.58,0,0,1352118062,1767145061
AT5G24314.1,33529118.06,17886436.3,0,0,18959358,0
AT5G24400.1,621280439.4,70714078.59,0,0,553822116,557299759.5
AT5G24420.1,0,0,0,0,91029920,0
AT5G24460.1,0,0,0,0,0,21509610.14
AT5G24490.1,5505130692,890105659.7,287315893.8,308374391.6,2366942937,594644996.1
AT5G24520.1,0,0,0,146162940.3,41052612,24632362.08
AT5G24650.1,183416454.6,165726539.6,0,0,227827385,166393760.7
AT5G24690.1,573547084.7,44306435.38,19984530.53,26307403.82,150826370,101076016
AT5G24710.1,0,0,0,0,0,28571262.74
AT5G24780.1,21173505.36,0,0,0,0,0
AT5G24940.1,0,0,0,0,19541868,10225212.1
AT5G25100.1,0,0,280495236.6,180831933.4,120963008,20314054.76
AT5G25120.1,0,0,0,0,3695027,8688336.434
AT5G25220.1,0,0,28276419.44,0,0,0
AT5G25250.1,0,0,140233917,157170667.4,0,0
AT5G25265.1,0,0,238707227.6,86666191.51,0,0
AT5G25460.1,0,16351944.56,0,0,1169302532,136917937.9
AT5G25610.1,0,0,0,0,377761168,148328746.1
AT5G25754.1,0,0,92197005.28,132908638.9,838971406,164695019
AT5G25900.1,65207422.48,221888186.6,0,0,15727915,0
AT5G25940.1,906097.7096,1363963.056,9322478378,8418827791,143124828,192692674.2
AT5G25980.1,552921124.2,3359143916,35682891292,35254282388,32956916779,39151538961
AT5G26000.1,115580380.5,1357396312,11497662168,7456483293,68966175712,85649689395
AT5G26340.1,0,0,0,0,0,64580943.56
AT5G26360.1,0,0,139528822.2,1333299.009,1001232628,1577873895
AT5G26570.1,2038448527,419337702.2,0,0,1673967621,6657963727
AT5G26667.1,0,0,57887593.65,24585361.52,557035840,183220892.1
AT5G26710.1,0,0,0,0,609004892,582096680.9
AT5G26742.1,2859753080,462856885.4,0,0,1143216786,898953152.3
AT5G26780.1,0,0,3601096462,4132298303,140801755,219307739.8
AT5G26830.1,0,0,293334172.1,116282189.2,743116228,443126961.4
AT5G26860.1,0,0,3834124278,2520618460,28134395,263125684.4
AT5G27290.1,35926607.54,383260064,0,0,25533910,54591706.17
AT5G27380.1,42649449.35,10748901.4,0,0,710702340,1006464030
AT5G27390.1,363285137.6,382917866.7,0,0,123156892,106086829.7
AT5G27430.1,0,0,0,0,54863696,0
AT5G27470.1,0,0,0,0,819504040,651871447.2
AT5G27520.1,0,0,14680185.31,0,0,0
AT5G27540.1,0,0,10989385648,16531903645,253336916,296953959.5
AT5G27560.1,584480745.3,82058990.97,0,0,142259488,190838121.2
AT5G27600.1,0,0,424859242.7,0,0,0
AT5G27640.1,0,0,0,22305309.81,555491388,373408832.6
AT5G27670.1,48947451.99,285238983.8,10510119259,11892099782,382321392,893743348.1
AT5G27700.1,0,0,0,0,129725256,157793107.1
AT5G27710.1,0,0,0,20550728.81,25474754,0
AT5G27720.1,0,0,0,0,43446380,27181152.19
AT5G27740.1,0,0,30105949.83,0,0,0
AT5G27760.1,0,0,1047017866,1040620975,0,0
AT5G27770.1,0,17742769.44,384236063.3,162821257.9,212750352,211565475.8
AT5G27820.1,0,0,737533118.3,350777177,0,0
AT5G27850.1,0,0,0,24670296.65,479994624,477235827.5
AT5G28020.1,0,0,0,0,514710952,324244589.8
AT5G28040.1,0,0,189986117.1,37467922.94,0,0
AT5G28060.1,0,0,194878874.6,178976559.1,436554404,328001679.6
AT5G28500.1,1001375626,82793438.71,0,0,25528970,225075890.5
AT5G28540.1,0,0,253383385.4,174474251.3,391446056,433246670.1
AT5G28750.1,1472871268,673496444.1,0,0,689582660,976242956.1
AT5G28840.1,0,0,99903483.62,415095490.5,1909782094,1350268364
AT5G28900.1,0,0,0,0,33913668,0
AT5G30490.1,0,0,0,0,70627384,0
AT5G30510.1,14569380789,2731026722,65107578.3,57093692.49,9809758254,5868689651
AT5G32470.1,0,0,68467694.93,76016393.34,0,26077770.25
AT5G33320.1,586506326.4,137599921.5,1605064034,0,600740247.5,514899146.8
AT5G34850.1,0,0,0,0,1277462124,1038695511
AT5G35100.1,758538071.3,655958328,0,0,330799387,800481062
AT5G35160.1,0,0,207031609.1,165370806.6,104526800,205162947.5
AT5G35170.1,3204938011,1434074167,0,0,1927319035,2710244414
AT5G35180.1,0,0,0,0,449473376,72145743.9
AT5G35220.1,219601032.2,288400846.4,0,0,23870676,27878094.96
AT5G35360.1,7651710157,1810251333,0,0,5389562263,4098683118
AT5G35430.1,0,0,0,0,0,37534689.88
AT5G35460.1,0,0,0,0,22253298,0
AT5G35530.1,0,0,0,0,559887200,474760602.2
AT5G35590.1,0,0,0,0,418806952,170851617.7
AT5G35620.1,0,0,0,0,173204256,379816347
AT5G35630.1,37228808827,5908660767,819122126.5,732200200.4,51562458583,37030748991
AT5G35700.1,0,0,0,0,0,20008509.25
AT5G35735.1,0,0,12880847.46,0,0,0
AT5G35790.1,1370864793,461146532.9,0,0,385785320,509271142.7
AT5G35970.1,888116053.7,146654496.3,0,0,789768667,451137709.4
AT5G36120.1,50525931.77,0,0,0,0,0
AT5G36160.1,0,0,0,0,146403432,179962288.2
AT5G36170.1,308371577.9,0,0,0,157576904,139321715.7
AT5G36210.1,20198808.73,0,121757893.9,0,427413888,1101562722
AT5G36220.1,0,0,0,0,0,18319484.09
AT5G36230.1,0,0,12702626.27,13551744.95,137975975,0
AT5G36790.1,7751925409,1314108319,126594779.4,0,9392301505,27556492806
AT5G36880.1,1024141270,195445827.6,0,0,940648818,1273334195
AT5G36890.1,0,0,0,0,0,61836363.56
AT5G37360.1,3336390386,5422836358,0,11219429.96,1435261987,1766818240
AT5G37400.1,0,0,0,51834281.89,0,0
AT5G37475.1,0,0,0,0,169854388,182468142.8
AT5G37510.1,0,0,67323523449,62143753030,2294617406,6902851470
AT5G37530.1,0,0,33587964.53,0,0,0
AT5G37590.1,0,0,20810310.04,139679209.5,0,0
AT5G37600.1,0,0,0,0,0,205229905
AT5G37720.1,0,0,0,0,0,26453762.67
AT5G37830.1,0,0,0,0,832438420,563935584.8
AT5G37850.1,7442604.273,0,0,0,155424820,186812166.3
AT5G38060.1,23087003.63,8218482.472,0,0,0,45909602.85
AT5G38410.1,65545227434,6987140843,1003843958,801437741.2,45835471785,40087099490
AT5G38430.1,24009412749,2310063440,145677198.3,141800019.7,12793582368,14132966483
AT5G38470.1,0,0,48044049.11,0,538783320,582779366.5
AT5G38480.1,0,13700663.01,334659305.8,70248104.26,2867236060,2543118172
AT5G38510.1,16215728.91,0,0,0,0,0
