Protein,Cp1_noPF,Cp2_noPF,Mt1_noPF,Mt2_noPF,Lf1_noPF,Lf2_noPF
AT1G11750.1,1249102374,160759640.4,0,0,1060765080,1406854883
AT1G11820.1,0,0,0,0,0,39897262.83
AT1G11840.1,0,0,262457103.9,218525503.5,4176649520,6240437707
AT1G11860.1,688683044,578501047.5,5.71E+11,5.06E+11,22606651901,26833559093
AT1G11870.1,343157342.2,6807148.509,125757113.5,127354559.2,138420064,141455277.6
AT1G11890.1,0,0,0,88038262.32,0,0
AT1G11905.1,0,0,0,0,17502562,0
AT1G11910.1,0,39208270.89,357400401.9,93027470.32,979827774,1308048034
AT1G11930.1,9471661.466,0,0,0,310193032,366885444.9
AT1G12000.1,0,0,0,0,55337052,49922257.28
AT1G12050.1,0,0,112323917,0,432027476,305795386
AT1G12080.1,0,0,0,0,411992256,0
AT1G12230.1,993058594.1,508102663.9,30222903.98,0,1761853828,1446812831
AT1G12240.1,0,0,0,0,379684690,0
AT1G12250.1,1319499391,893594022.4,0,0,345853320,622354157.6
AT1G12270.1,0,0,0,0,2760372524,2682983448
AT1G12310.1,0,0,58804921.93,39361917.66,455355232,459151051.2
AT1G12350.1,0,0,0,0,39212564,160152634.1
AT1G12360.1,0,0,0,0,39741396,0
AT1G12410.1,864782119.5,376220338.6,0,0,765304480,517309122.8
AT1G12520.1,107560939.9,0,0,0,92803020,38974287.42
AT1G12640.1,0,0,24478701.7,0,29093960,0
AT1G12750.1,0,0,88971781.93,169965775.4,0,0
AT1G12760.1,0,0,0,59715282.26,0,0
AT1G12780.1,0,0,0,0,517051800,262824981.1
AT1G12800.1,595203310.2,10618791.32,0,0,309728768,0
AT1G12840.1,10507471.01,49552056.45,2891760722,1807383360,7238989460,6260204954
AT1G12900.1,10086468490,2468903961,10856437.68,257484094.4,4682360411,9299042801
AT1G12920.1,0,0,0,0,35067560,23142830.92
AT1G13020.1,0,0,14190475.97,15549888.44,542186498,139482920.9
AT1G13060.1,0,0,0,58311315.21,398788312,164556096.4
AT1G13100.1,0,0,0,0,53418312,0
AT1G13110.1,0,0,110684664.9,403019702.2,461018444,853945420
AT1G13220.1,0,0,934329624.4,0,0,0
AT1G13270.1,505309004.2,305291133.8,0,21522071.1,106298152,191388323
AT1G13280.1,1056624774,630757499.2,1104954320,1438488166,394598768,770559538.5
AT1G13320.1,0,0,11361673.44,0,353165952,192382700.9
AT1G13440.1,0,0,742168702,729140811.3,2043127336,1467320916
AT1G13470.1,0,0,40741923.03,34887916.12,43871864,34150680.76
AT1G13560.1,0,0,0,0,0,77604026.6
AT1G13690.1,0,0,0,0,0,16221310.91
AT1G13750.1,0,3444237.833,0,0,60571454,94849152.9
AT1G13820.1,45509192.09,94758342.66,0,0,39794832,0
AT1G13900.1,0,0,0,0,398175576,347114482.1
AT1G13930.1,50113307.87,192908311.6,5482375208,5678454765,32180041734,32791213842
AT1G13960.1,0,9348113.106,92918256.1,0,0,0
AT1G14000.1,0,0,72201488.22,50948054.48,461927786,212239750.5
AT1G14030.1,982830882.2,119723404.2,0,0,452416848,447599836.6
AT1G14060.1,0,0,0,19071281.99,0,0
AT1G14140.1,0,0,218602012.3,436263141.2,0,0
AT1G14150.1,728999312.3,963781601.3,0,0,538630793,587115381.7
AT1G14210.1,0,0,0,0,31894948,0
AT1G14270.1,40443783.65,131392324.4,0,0,23865410,29108544.17
AT1G14310.1,0,0,50130462.62,0,0,0
AT1G14320.1,0,48231010.2,214497128.4,550582411.8,131317408,0
AT1G14345.1,1680931677,1202703668,0,0,550282256,234775081.7
AT1G14380.1,0,0,0,0,0,32003342.69
AT1G14410.1,220007639.2,148079506.3,0,0,40034204,23402093.24
AT1G14450.1,0,0,389555974.4,0,0,0
AT1G14610.1,0,0,143784282.6,96787251.8,676988926,617396152.8
AT1G14620.1,0,0,292236244.4,198119614.3,0,0
AT1G14630.1,0,0,18183739.71,0,0,0
AT1G14650.1,0,0,0,0,14425824,126092637.6
AT1G14670.1,0,0,196840276.3,214250688.6,135823536,37641827.94
AT1G14810.1,2158911446,858556482.7,0,0,1671664492,2217715919
AT1G14830.1,0,0,0,0,76627348,92316776.85
AT1G14850.1,0,0,88233906.03,114903946.8,15575766,17502301.44
AT1G14880.1,0,0,149929852.2,156072292.7,535238510,137991137.2
AT1G14930.1,0,0,0,0,0,0
AT1G14980.1,0,0,38574029905,33885692659,1326803764,1739187005
AT1G15060.1,30504006.98,12395225.81,118518563.9,55832908.99,40384620,51645218.59
AT1G15120.1,0,7343060.771,12447669049,10748360103,273297088,352916071.9
AT1G15130.1,0,0,0,0,70806058,108735643.8
AT1G15140.1,2721746231,290566570.2,0,0,1812826160,1522024288
AT1G15220.1,0,0,51723879.75,61113270.85,0,0
AT1G15250.1,0,0,197282994.7,400425984.2,329211928,223158030.5
AT1G15270.1,0,0,30983207.28,23658584.75,329804048,122459194.4
AT1G15340.1,0,0,0,0,940659344,1099366435
AT1G15390.1,15293936.69,0,59622981.56,0,45303116,0
AT1G15410.1,0,0,0,0,0,178140194
AT1G15480.1,0,0,98005115.44,313349166,0,0
AT1G15500.1,11319195.82,0,0,0,0,0
AT1G15690.1,169604521.6,130197067.1,7797108011,11428234758,14230895705,11759273427
AT1G15710.1,96369565.55,0,0,0,28482498,0
AT1G15730.1,276537243.9,0,0,0,0,0
AT1G15790.1,0,0,0,34895948.43,0,0
AT1G15810.1,0,0,745056264.6,264698389.6,0,0
AT1G15820.1,1.79E+11,3.33E+11,14667711225,13476550443,1.01E+11,85813570680
AT1G15930.1,0,0,0,0,312644464,243281483.3
AT1G15950.1,0,0,0,0,176046248,41125891.12
AT1G15980.1,3529097568,5418588572,0,0,2295251592,2272040791
AT1G16000.1,0,0,251526016.5,190036551.1,0,0
AT1G16030.1,0,0,224781520.3,328163024.3,0,0
AT1G16080.1,1214621572,72752413.12,0,0,2404277380,1245555443
AT1G16210.1,0,0,0,0,349552204,230406007.7
AT1G16240.1,0,0,26151856.47,12290843.28,61634720,36345013.86
AT1G16350.1,0,0,0,0,383144472,327795696.4
AT1G16410.1,0,0,0,0,83027030,0
AT1G16460.1,0,0,0,0,418151056,409840127.6
AT1G16470.1,0,0,185233956.6,0,1227105660,1740950314
AT1G16560.1,0,0,0,0,0,48157908.66
AT1G16610.1,0,0,0,79691780.6,0,0
AT1G16700.1,0,0,1151533168,1852711054,62153488,0
AT1G16720.1,1394829526,366209001.9,0,0,1266454128,826553204
AT1G16740.1,0,0,358305211.7,446194854.6,0,0
AT1G16790.1,105502895.7,314697884.1,0,0,414100936,39625090.86
AT1G16800.1,0,0,0,0,762880512,867960350.3
AT1G16850.1,0,0,0,0,81398152,0
AT1G16860.1,0,0,0,0,24352524,0
AT1G16870.1,0,0,1359757941,1308831553,47469605,44256625.98
AT1G16880.1,7986614097,526576977.3,33634148.69,0,6057121893,3338674165
AT1G16890.1,0,0,0,0,0,102388411
AT1G16950.1,0,0,10440479026,0,364558560,391606982.7
AT1G17050.1,199390665.8,0,0,0,185563872,143801904.6
AT1G17100.1,0,0,0,0,1383527412,443304445.4
AT1G17147.1,62191384.73,40055929.07,0,0,0,186602597.1
AT1G17160.1,227832351.4,54865504.59,0,0,170745640,52342167.79
AT1G17220.1,1387293622,49397036.97,0,16333062.24,538003379.5,468820343.2
AT1G17290.1,55765152.41,14871981.24,5968706304,4975809477,4228320924,3418987718
AT1G17350.1,0,0,207835562.1,229678361.4,0,0
AT1G17370.1,0,0,0,0,27590990,0
AT1G17420.1,0,4390450.754,0,0,0,0
AT1G17470.1,0,0,0,0,0,26156855.8
AT1G17510.1,0,153353149.9,0,0,0,0
AT1G17530.1,0,0,0,59964953.04,0,0
AT1G17600.1,0,0,52258497.43,0,0,0
AT1G17650.1,903319070.3,63683931.62,212609991.4,213519265.5,786878886,741052541
AT1G17720.1,0,0,0,0,106229054,113891815.6
AT1G17745.1,285243513.1,393846551.4,0,0,159733900,44222244
AT1G17840.1,0,0,0,0,21772216,0
AT1G17860.1,0,12698870.15,0,0,342698076,150215934
AT1G17880.1,0,0,0,0,384926568,337415140.6
AT1G17890.1,0,0,0,0,271519540,153468774.5
AT1G18060.1,256056623.6,268744994,0,0,69077512,0
AT1G18070.1,0,0,48182938.06,24323177.91,1302598180,875422732.4
AT1G18080.1,0,0,328238002.7,326718988.9,3059327101,3928274052
AT1G18170.1,1088460621,2380799665,0,0,580082105,598105488.3
AT1G18210.1,0,0,0,0,1747874244,1270582653
AT1G18260.1,0,0,0,0,93875329,0
AT1G18270.1,0,0,5846002.177,0,268070912,400185375.1
AT1G18360.1,22856668.59,29003722.69,0,0,0,0
AT1G18450.1,0,0,37438343.64,54895774.76,0,90955455.33
AT1G18480.1,0,0,240301125.2,232904548.3,0,0
AT1G18485.1,10865445.94,0,0,0,0,0
AT1G18490.1,0,0,448229873.9,295559044.6,0,0
AT1G18500.1,215698537.5,20818176.28,0,0,96130214,0
AT1G18540.1,0,15919891.19,276443972.4,532935690.3,1329258656,528941347
AT1G18590.1,0,0,0,0,109700170,202265049.3
AT1G18630.1,0,0,477887464.2,286786224.4,0,0
AT1G18640.2,311541925.4,89396918.11,0,0,113046112,213526700.9
AT1G18680.1,0,0,58700096.29,0,0,0
AT1G18720.1,0,0,0,0,44056580,0
AT1G18730.1,581194136.2,813213146.9,0,0,179774132,343085512.4
AT1G18830.1,13784936.63,0,0,0,0,0
AT1G19120.1,0,0,0,0,0,37179902.18
AT1G19130.1,0,0,0,0,204965960,337349175.2
AT1G19140.1,0,0,2939798624,1684876754,0,69608435.47
AT1G19150.1,959370166.6,979529792.1,0,0,890161828,631607392.6
AT1G19240.1,0,0,15347709.26,51225214.21,0,0
AT1G19360.1,0,0,167595689.8,106510121.7,78494752,27993242.49
AT1G19520.1,0,0,1176105459,599760062.1,0,0
AT1G19570.1,465373546.2,361018054.8,1243427313,1089264631,13735386945,19662146809
AT1G19580.1,0,0,6247023117,7055571820,151724178.5,235283254.2
AT1G19670.1,0,0,108973309.7,199139481.6,142340304,289659724.5
AT1G19690.1,0,0,0,0,0,14810344.57
AT1G19700.1,0,0,0,58449711.99,0,0
AT1G19740.1,65695584.13,0,0,0,0,0
AT1G19800.1,31471186.77,49540287.89,0,0,51395280,25163931.65
AT1G19870.1,0,0,0,0,57390678,8076587.79
AT1G19880.1,0,0,0,68085837.62,0,0
AT1G19920.1,74700659.41,0,0,0,131833932,762989795
AT1G20010.1,0,0,327687374.3,190254552,1070028132,1336442097
AT1G20020.1,27348149393,23859801346,286561353.9,301595642.1,15831938226,15088370268
AT1G20050.1,0,0,184647042,0,0,139346199.3
AT1G20110.1,0,0,0,0,71651428,17704322.83
AT1G20160.1,0,0,0,0,0,72685355.16
AT1G20190.1,0,0,0,0,122970864,0
AT1G20200.1,0,0,27876859.45,26712454.75,699399128,608728349.5
AT1G20220.1,0,0,0,0,47131956,29861252.66
AT1G20225.1,0,0,0,0,414484280,376250015.9
AT1G20330.1,0,0,51940541,167060473.3,158567504,186125328.8
AT1G20340.1,93227398821,52854106060,546660985.8,215263507.3,42625936176,1898488625
AT1G20430.1,0,0,242947277.5,155883733.1,0,0
AT1G20440.1,128604457.5,181870953.9,493164493.9,852623676,11984608219,4519190675
AT1G20450.1,112033442.9,181377129.9,571560127,813514500,5025559078,2175986592
AT1G20510.1,0,0,539734785.9,502287630.3,78032424,365268819.1
AT1G20560.1,0,0,564334279.4,0,0,0
AT1G20580.1,0,0,43503869.68,0,194895911.5,91992092.34
AT1G20620.1,4035385147,6283954532,83392856554,80430371262,23008465082,43086719981
AT1G20630.1,0,0,410574192.2,0,134986924,0
AT1G20693.1,0,117792981.7,4040766.717,0,151607696,0
AT1G20760.1,0,0,181829150.8,0,0,25719737.95
AT1G20810.1,982858407.5,1246593742,0,0,865785168,566215667.1
AT1G20816.1,52668361.2,20175026.73,0,0,0,0
AT1G20830.1,33195054.81,19898238.67,0,0,0,0
AT1G20950.1,0,0,0,0,239946940,365307538.9
AT1G20960.1,0,0,0,0,679444630,53632733.2
AT1G21060.1,0,0,0,0,76187584,0
AT1G21065.1,20402419.74,0,415130511.2,0,298268304,189427568.2
AT1G21080.1,0,0,0,0,151537228,110315585.5
AT1G21250.1,0,0,312589220.9,352227866.7,127898312,230497575.5
AT1G21350.1,15239296.88,0,0,0,0,0
AT1G21400.1,0,0,510029469.3,428437561.4,0,0
AT1G21440.1,605209938.1,221647724,0,0,462176690,804667992.6
AT1G21500.1,3363703714,10026576673,172076660.6,0,1770210304,1400244360
AT1G21600.1,209430744.2,77552061.82,0,0,50672736,35489584.33
AT1G21640.1,34178466.93,0,0,0,0,0
AT1G21670.1,0,0,0,0,459309062,607233760.3
AT1G21680.1,0,0,0,0,1020890153,2185429787
AT1G21720.1,0,0,0,0,262177388,307899270.5
AT1G21750.1,65970483.88,0,1900939628,1795920000,9281097229,5715829222
AT1G21770.1,0,0,279695484.4,29425307.64,63043072,80165100.42
AT1G21900.1,0,0,30432993.71,0,106044114,97233226.9
AT1G21930.1,0,0,98763881.01,0,0,0
AT1G22200.1,0,0,0,0,0,14549315.01
AT1G22270.1,0,0,0,0,0,23030371.82
AT1G22280.1,0,0,0,0,261453276,107332131.9
AT1G22300.1,16114667.68,15366254.14,131549388.8,949066393.8,2935770192,2906596724
AT1G22330.1,0,0,0,0,69758968,50422486.82
AT1G22410.1,127007433.7,29733390.57,0,0,204521286,0
AT1G22430.1,0,0,0,0,109627298,33679757.76
AT1G22450.1,0,10320072.4,19467310805,29746648588,1871320412,2643133415
AT1G22520.1,0,0,3305909081,2519070699,162743650,188860806.8
AT1G22530.1,0,3431122.392,351240672.2,144353782.5,4610849930,2199560191
AT1G22630.1,139655432.8,0,0,0,0,0
AT1G22700.1,821659213.4,1402411074,0,0,167005640,203894632.6
AT1G22740.1,0,0,0,0,41092864,113374134.9
AT1G22800.1,0,0,753574159.6,703551486.4,0,75636133.07
AT1G22840.1,0,0,7512749713,15827941303,558474080,355311992.7
AT1G22850.1,93242564.27,130682447.1,0,0,12709032,0
AT1G22940.1,306752223.1,24918682.92,0,0,259051744,453260034.4
AT1G23100.1,0,0,2497980169,2919857266,0,0
AT1G23130.1,0,23516318.83,0,0,947377316,1396726751
AT1G23180.1,148631104.5,0,0,0,0,42353085.01
AT1G23190.1,0,0,134787520.7,198732453.4,1236718112,1663066537
AT1G23290.1,0,0,75684463.93,0,0,0
AT1G23310.1,167046272.1,277103954.5,11812589999,6222324856,18358980970,14081934217
AT1G23730.1,0,0,0,0,63681232,0
AT1G23740.1,8159639003,1071288578,24526045.68,0,9615106778,9466147991
AT1G23800.1,0,0,1153504809,887778564.5,290624252,274043456.6
AT1G23820.1,0,0,0,0,444880640,500564205.6
AT1G23860.1,0,0,60985253.59,0,0,0
AT1G23900.1,0,0,0,0,131024356,162032824.9
AT1G24020.1,0,0,0,33774783.37,786168917,775694262.9
AT1G24040.1,0,113097382.1,0,0,0,0
AT1G24050.1,0,0,0,0,75272328,76222959.46
AT1G24100.1,0,0,0,0,355036118,104867323.2
AT1G24160.1,0,65931248.29,0,0,0,0
AT1G24180.1,0,0,9283064653,13574181602,417729496,426446832.9
AT1G24340.1,0,0,2136033379,1858462546,0,0
AT1G24360.1,4087984799,3022777939,801263581.3,428186402.7,3514790931,3126387080
AT1G24460.1,0,0,27798737.92,366298567.9,0,0
AT1G24490.1,607829741.4,512570730.4,0,0,51433080,0
AT1G24510.1,0,0,0,0,631790576,570776396.9
AT1G24610.1,0,0,258724469.8,166845583.1,0,108867929.1
AT1G24764.1,0,0,0,0,0,88409418.08
AT1G24793.1,0,0,74908958.58,54912871.31,0,0
AT1G25220.1,118552347.9,39277171.91,0,0,0,0
AT1G25350.1,0,0,0,0,166644656,73273246.61
AT1G25375.1,0,0,0,0,78469208,72975276.82
AT1G25380.1,0,0,2283600859,1940614668,43044056,0
AT1G25490.1,0,0,0,0,206138682,335485213.8
AT1G25570.1,0,0,0,0,63974426,0
AT1G26090.1,239427189.3,120790551.3,0,0,180949196,215231940.4
AT1G26110.1,0,0,0,193759932.5,126437396,49666742.02
AT1G26160.1,54474626.14,0,0,0,0,0
AT1G26190.1,0,0,0,27220221.41,0,0
AT1G26220.1,0,0,0,0,64157708,77221966.94
AT1G26230.1,28467471.85,0,0,137175271.6,0,0
AT1G26340.1,0,20433809.89,0,43744990.62,107571084,83177053.14
AT1G26420.1,0,0,37139115.27,0,0,0
AT1G26460.1,0,0,4089293709,5442380161,32487406,28245798.75
AT1G26550.1,0,23043156.72,490946961.1,892262170.9,66925620,0
AT1G26560.1,0,0,0,0,185908180,28417115.71
AT1G26630.1,86342121.32,36238534,596021158.4,999783571.7,4691350408,3810412290
AT1G26670.1,0,0,1358160432,0,0,21081004.24
AT1G26690.1,0,0,0,0,0,16515792.39
AT1G26740.1,0,0,215836127.3,218177201.3,0,0
AT1G26750.1,0,0,439989088.8,706283192.7,0,0
AT1G26850.1,0,14503378.75,350330988.6,563425540.7,224034832,25329118.03
AT1G26880.1,0,0,88601064.73,0,135979776,177728661.4
AT1G26940.1,0,0,0,0,17688870,0
AT1G27020.1,0,0,0,0,83706300,151252760
AT1G27030.1,0,0,0,0,25011624,144634551.2
AT1G27090.1,0,0,206919426.8,250807917.8,315618616,168129036.9
AT1G27130.1,0,0,63230558.64,75094321.78,757958992,813724127.6
AT1G27300.1,18987099.48,0,0,0,0,0
AT1G27310.1,0,0,0,0,0,184839378
AT1G27320.1,0,0,0,0,21436794,0
AT1G27350.1,0,0,0,0,167041984,0
AT1G27385.1,0,0,0,0,32790766,0
AT1G27390.1,0,0,2014706578,1510076432,45099490.5,131175702
AT1G27400.1,0,0,62373700.17,0,196950672,152741269
AT1G27435.1,0,0,182405716.1,79952073.47,0,0
AT1G27450.1,407637638.7,96397989.81,0,0,1451192216,1425192906
AT1G27480.1,0,28241646.83,0,0,0,102224304.7
AT1G27530.1,0,0,0,0,31282952,121141096.2
AT1G27650.1,0,0,39701007.9,0,0,0
AT1G27680.1,0,0,0,0,10978987,55458598.05
AT1G27930.1,0,0,136327493.9,116349804.7,0,0
AT1G27950.1,0,0,0,0,0,21632284
AT1G27970.1,0,0,167902868.7,24817301.62,772259114,241557882.1
AT1G27980.1,0,0,0,0,0,23992378.95
AT1G28120.1,0,0,0,0,49111856,50654800.36
AT1G28140.1,485220847,641735817.3,0,0,0,104564713.1
AT1G28150.1,89209592.26,0,0,0,53307812,0
AT1G28200.1,0,0,29104198.7,0,790047569.5,581734506.4
AT1G28210.1,0,0,0,43475377.21,0,0
AT1G28290.1,0,66037811.93,0,0,50716388,118219959.8
AT1G28330.1,0,0,23793563.63,0,319828064,247411121.3
AT1G28340.1,0,0,0,0,14202762,0
AT1G28350.1,0,0,0,0,75893576,100818067.8
AT1G28380.1,0,0,0,0,41214164,0
AT1G28420.1,0,0,24910237.3,0,0,0
AT1G28510.1,0,0,1877782094,2046264693,0,0
AT1G28530.1,9040387.359,0,0,0,0,0
AT1G28540.1,0,0,243988592.9,148330572.9,0,0
AT1G28600.1,0,0,0,0,0,30216398.97
AT1G29040.1,30808007.42,0,0,0,0,0
AT1G29070.1,52412776.21,0,0,0,0,0
AT1G29150.1,0,0,0,0,1111723590,975379299.2
AT1G29250.1,0,0,0,178072113.3,221389488,116866559.7
AT1G29310.1,0,7319461.864,61710951.91,60865177.91,22565282,343687861.8
AT1G29350.1,0,0,0,0,0,107634160.1
AT1G29470.1,0,0,59332137.1,0,204203336,367541401.9
AT1G29530.1,0,0,33053535.48,0,0,0
AT1G29630.1,0,0,0,0,0,280438164.4
AT1G29660.1,0,0,0,0,350661460,483708817.8
AT1G29670.1,98904351.16,78294992.81,1127941026,870700899.3,4216640180,2552083781
AT1G29700.1,178687825.5,49535228.74,0,0,161214616,235648252.4
AT1G29790.1,0,0,57313952.16,156216799.4,0,34906264.51
AT1G29810.1,0,0,303698268.5,356168473.4,0,60358584.64
AT1G29840.1,3303611.684,0,0,0,0,40761702.48
AT1G29850.1,0,0,0,0,243790580,142537663.2
AT1G29880.1,0,0,362119077.2,230393490.2,2288008124,2486155712
AT1G29900.1,3483439953,786381904,0,0,2287289590,1863016432
AT1G29920.1,119377825.4,75967103.03,0,0,79686784,0
AT1G29930.1,0,0,0,0,177907168,72921791.54
AT1G29990.1,0,0,0,0,233128594,296111041.8
AT1G30000.1,0,0,57477587.54,0,0,0
AT1G30120.1,173632134.4,108037062.1,0,19628524.1,216876520,60066736.84
AT1G30230.1,17311115.86,0,233646342,329836907.7,3165345648,2795246664
AT1G30360.1,0,0,1517276033,831997928.4,3485839847,2043298123
AT1G30380.1,13412032065,26390914921,5598048963,4271532031,15651470080,14214066160
AT1G30400.1,0,0,0,0,45416789,23255590.64
AT1G30470.1,0,0,0,0,121219869,0
AT1G30510.1,242440898.5,191429074.4,0,0,0,0
AT1G30530.1,0,0,0,0,0,59111605.41
AT1G30580.1,0,0,716325862.5,931587059.3,2478134392,2373564739
AT1G30630.1,0,0,26190857.33,0,402625306,249640193.6
AT1G30680.1,0,0,163961812.6,225446101.5,0,0
AT1G30690.1,0,0,0,0,444547166,42653687.41
AT1G30910.1,0,0,0,0,0,37805878.38
AT1G31020.1,0,0,196152930.7,0,0,0
AT1G31160.1,543830408.6,107066928.3,1028514119,977405308.7,522804496,641227541.3
AT1G31170.1,154439913.2,39089241.34,164928155.8,70374624.01,85228072,130814279.1
AT1G31180.1,1242244610,195020116.3,0,0,513329362,1146242648
AT1G31190.1,673156931.4,113369893.8,0,0,450715224,797312224.2
AT1G31220.1,187326919.2,70807786.17,0,0,0,0
AT1G31230.1,861449960.8,105946920.9,0,0,182509000,511783235.1
AT1G31330.1,2.03E+11,2.85E+11,14425225064,15539418742,1.04E+11,1.14E+11
AT1G31340.1,0,0,0,110474752.2,184037344,193875427.3
AT1G31440.1,0,0,0,0,69902985,0
AT1G31630.1,0,8438494.358,0,0,0,0
AT1G31690.1,0,0,0,0,39820360,26383740.93
AT1G31730.1,0,0,0,0,230856300,211489381.5
AT1G31800.1,510353079.9,0,0,0,38069468,39804906.88
AT1G31812.1,10031214.85,0,253735782.3,116634251.1,1392935796,541664341.9
AT1G31817.1,0,0,411297896.5,223961401.9,0,0
AT1G31850.1,0,0,0,3597275.269,14810931,0
AT1G31860.1,183231119.9,21651157.19,0,0,123233528,85465580.28
AT1G32050.1,0,0,0,47879225,0,0
AT1G32060.1,43465102284,8107160426,1152988281,1113304172,46676679224,51072351205
AT1G32080.1,318912352,46971279.65,121311178.5,52566224.31,627733912,507339194
AT1G32160.1,120948823.4,0,0,0,95875194,200689851.1
AT1G32200.1,1002092101,99036941.71,0,0,1126667992,415165488.4
AT1G32210.1,0,0,0,0,90472336,129017905.5
AT1G32220.1,746937528,1142429963,50119543.65,0,777265408,907158374.9
AT1G32260.1,0,0,36477023.4,0,0,0
AT1G32400.1,0,0,0,21421772.05,0,0
AT1G32440.1,202737194.6,33589911.5,0,0,124675464,196460487.7
AT1G32470.1,348793673.5,251769438.5,86906017207,88775403784,8393843754,8873195857
AT1G32500.1,677640905.8,94847257.69,0,0,309250339,178471456.8
AT1G32520.1,56827597.46,0,0,0,0,94997912.33
AT1G32550.1,156098136.2,37249537.07,0,0,0,64394702.77
AT1G32580.1,0,0,473757191.4,235859041.4,0,0
AT1G32900.1,1778251774,9431145594,0,0,0,392146376
AT1G32928.1,0,0,42106807.86,0,0,0
AT1G32990.1,10222539893,1712163842,254291159.7,783040576,6462392560,5718398564
AT1G33140.1,23384851.42,33757580.95,1061933528,2526952842,6355050472,6300893159
AT1G33170.1,0,0,88565308.84,0,20343642,0
AT1G33240.1,0,0,650713870.4,525486011.6,0,0
AT1G33270.1,0,11119346.27,11835315.95,0,21067530,0
AT1G33290.1,10925945.42,0,0,0,0,0
AT1G33330.1,16184507.51,0,0,0,0,0
AT1G33490.1,0,0,0,0,107477904,0
AT1G33590.1,264850464.3,1398396127,203516091.9,0,6121806448,5176066700
AT1G33600.1,0,762612582.2,69623281.51,0,1126537648,1451691583
AT1G33610.1,0,0,0,0,285112800,0
AT1G33680.1,0,0,0,0,0,21212855.72
AT1G33780.1,110177663.1,0,0,0,21033896,0
AT1G33810.1,555639858.2,360368359.2,138702475.5,96167322.35,264952011,344881637
AT1G33990.1,0,0,0,0,23788584,0
AT1G34000.1,2481494255,4391218746,197068525.6,128930663.4,2281703836,1522664356
AT1G34060.1,0,0,0,0,0,52816567.3
AT1G34070.1,0,408944269.7,516011906.9,917780831.8,0,0
AT1G34130.1,0,0,76508373.69,0,23290554,101340013.1
AT1G34220.1,0,0,0,0,146072528,39771129.65
AT1G34350.1,0,0,51962457.96,0,0,0
AT1G34360.1,0,0,80963267.41,69578040.28,0,0
AT1G34430.1,2569707524,507256371.7,44541149.83,0,987263520,626312699
AT1G34550.1,0,0,58074672.87,0,0,0
AT1G34750.1,0,0,0,0,25021748,0
AT1G34760.1,0,0,0,0,25339062,0
AT1G35160.1,0,0,286850531.3,32504869.06,1398803772,1297271498
AT1G35340.1,106731126.4,0,0,0,0,0
AT1G35420.1,603623873.6,100880155.6,0,0,335831172,387805533.8
AT1G35580.1,0,0,0,0,328641520,33195414.05
AT1G35620.1,0,0,62094565.53,98348542.99,413314258,497942673.1
AT1G35680.1,2804217964,681628773.8,95026364.79,25144236.39,1386827412,1349104546
AT1G35720.1,376933876.8,399334395.3,2074660706,1698205036,18182584642,22228355401
AT1G36160.1,0,0,0,0,29134693,177886641.4
AT1G36280.1,20912819.11,0,0,0,0,0
AT1G36310.1,0,0,0,0,84202312,0
AT1G36390.1,322386388,22697514.19,0,0,227752426,119101107.7
AT1G37130.1,0,0,0,0,234629584,41159599.65
AT1G41830.1,0,134735388.7,0,0,808199372,1125642576
AT1G41880.1,0,0,292006016.9,194423818.3,0,0
AT1G42430.1,19130539.1,38517991.22,0,0,0,0
AT1G42480.1,0,0,0,0,14258928,0
AT1G42550.1,0,0,0,0,98563268,156283346.1
AT1G42960.1,1547583662,458474226,199291934.1,42011638.83,452077416,640765739.9
AT1G42970.1,71102996560,11622499713,2152928854,2475745111,48804430300,92400256221
AT1G42990.1,0,0,0,0,302688832,0
AT1G43170.1,294044334.9,374534720.8,2136814812,3042877778,13746207456,11828033748
AT1G43190.1,0,0,0,0,46199444,0
AT1G43560.1,338246421.2,110948061.1,0,0,229961536,120276776.8
AT1G43670.1,0,0,222103070.5,214535582.7,3507986832,5338164491
AT1G43690.1,0,0,0,0,0,27341434.1
AT1G43700.1,0,0,0,0,132865584,0
AT1G43890.1,0,34254634.78,0,0,244859376,257777802.6
AT1G44170.1,0,0,23435961.42,72418113.61,46445892,40564518.99
AT1G44446.1,142210043.6,121533485.6,0,0,0,0
AT1G44575.1,57024109974,1.02E+11,2700153680,2138064800,43378574557,59413931178
AT1G44790.1,0,0,0,0,36091504,21528890.86
AT1G44820.1,0,0,0,0,0,167677083.2
AT1G44835.1,0,0,0,0,40664104,65594799.71
AT1G44920.1,0,0,0,0,1616738.625,0
AT1G45000.1,0,0,0,0,77849816,57776622.83
AT1G45145.1,0,0,0,0,1085866272,586663844.7
AT1G45201.1,189115519.7,18145420.86,880483068,299122861.6,498818168,1665477080
AT1G45230.1,45363552.04,0,0,0,0,0
AT1G45474.1,1002554934,1243106362,0,0,908779048,784016768.4
AT1G45545.1,0,0,0,0,131254600,64713424.2
AT1G47128.1,0,212365453.4,0,241885193.3,4829944132,3763731263
AT1G47200.1,0,0,91351079.15,82496891.91,576971580,496851762.8
AT1G47260.1,0,0,32883890195,40337593122,1341749412,2210463283
AT1G47278.1,0,0,140297159.6,93748760.69,0,0
AT1G47420.1,0,0,16988891997,18110541285,234231156,767340114.5
AT1G47530.1,0,0,0,0,171348464,86681784.22
AT1G47550.1,0,0,0,0,25617216,0
